timestamp,exchange,funding_rate_pct,funding_annualized,spot_price,perp_price,spread_pct,open_interest,spot_volume_24h,perp_volume_24h
2025-11-26T23:57:34.863677,okx,-1.5000,-13140.00,0.534250,0.480210,11.2534,19139221,31930471,0
2025-11-26T23:57:35.478926,gate,-1.5000,-13140.00,0.535230,0.479670,11.5830,0,22789523,43079063
2025-11-26T23:58:23.860066,okx,-1.5000,-13140.00,0.531610,0.479920,10.7705,19191472,31933818,0
2025-11-26T23:58:24.459740,gate,-1.5000,-13140.00,0.530950,0.479600,10.7068,0,22781566,43097781
2025-11-26T23:58:40.828926,okx,-1.5000,-13140.00,0.532640,0.478670,11.2750,19164914,31935105,0
2025-11-26T23:58:41.302482,gate,-1.5000,-13140.00,0.531170,0.478420,11.0259,0,22781865,43009855
