timestamp,exchange,funding_rate_pct,funding_annualized,spot_price,perp_price,spread_pct,open_interest,spot_volume_24h,perp_volume_24h
2025-11-27T00:07:13.153024,gate,-1.5000,-13140.00,0.524890,0.438690,19.6494,0,22674141,39943246
2025-11-27T00:07:43.449268,okx,-1.5000,-13140.00,0.524150,0.437500,19.8057,17660692,31550855,0
2025-11-27T00:07:44.052484,gate,-1.5000,-13140.00,0.524670,0.439420,19.4006,0,22660073,40170766
2025-11-27T00:08:14.375036,okx,-1.5000,-13140.00,0.524000,0.437630,19.7358,17697322,31525917,0
2025-11-27T00:08:14.976502,gate,-1.5000,-13140.00,0.523000,0.439090,19.1100,0,22648030,40157799
2025-11-27T00:08:45.296471,okx,-1.5000,-13140.00,0.525000,0.435340,20.5954,17653121,31542432,0
2025-11-27T00:08:45.894972,gate,-1.5000,-13140.00,0.521010,0.436660,19.3171,0,22641878,39959031
2025-11-27T00:09:16.154013,okx,-1.5000,-13140.00,0.525000,0.435700,20.4958,17684544,31526106,0
2025-11-27T00:09:16.746433,gate,-1.5000,-13140.00,0.522120,0.436790,19.5357,0,22625922,40017406
2025-11-27T00:09:46.990117,okx,-1.5000,-13140.00,0.524850,0.437760,19.8945,17875009,31530808,0
2025-11-27T00:09:47.612397,gate,-1.5000,-13140.00,0.525580,0.438000,19.9954,0,22609983,40169614
2025-11-27T00:10:18.005791,okx,-1.5000,-13140.00,0.521240,0.431080,20.9149,17564314,31543477,0
2025-11-27T00:10:18.623860,gate,-1.5000,-13140.00,0.522360,0.433400,20.5261,0,22590892,39792380
2025-11-27T00:10:48.952960,okx,-1.5000,-13140.00,0.520050,0.428040,21.4957,17205828,31552754,0
2025-11-27T00:10:49.556944,gate,-1.5000,-13140.00,0.521610,0.427740,21.9456,0,22577351,39362469
2025-11-27T00:11:19.812516,okx,-1.5000,-13140.00,0.521290,0.422670,23.3326,17046015,31534012,0
2025-11-27T00:11:20.407151,gate,-1.5000,-13140.00,0.522180,0.423520,23.2952,0,22574488,39170776
2025-11-27T00:11:50.759303,okx,-1.5000,-13140.00,0.521260,0.422120,23.4862,16896789,31545767,0
2025-11-27T00:11:51.362957,gate,-1.5000,-13140.00,0.524330,0.421950,24.2635,0,22572965,39397874
2025-11-27T00:12:21.633945,okx,-1.5000,-13140.00,0.520000,0.415200,25.2408,16565381,31512087,0
2025-11-27T00:12:22.236875,gate,-1.5000,-13140.00,0.520560,0.416290,25.0474,0,22569205,38960087
2025-11-27T00:12:52.687542,okx,-1.5000,-13140.00,0.520000,0.408880,27.1767,16488640,31530217,0
2025-11-27T00:12:53.282833,gate,-1.5000,-13140.00,0.519280,0.407050,27.5716,0,22572044,38216877
2025-11-27T00:13:23.615387,okx,-1.5000,-13140.00,0.494160,0.403000,22.6203,15964871,31563243,0
2025-11-27T00:13:24.233521,gate,-1.5000,-13140.00,0.503100,0.405420,24.0935,0,22593947,38204301
2025-11-27T00:13:54.514776,okx,-1.5000,-13140.00,0.478500,0.404800,18.2065,15694973,31598074,0
2025-11-27T00:13:55.107839,gate,-1.5000,-13140.00,0.475150,0.405930,17.0522,0,22607559,38471687
2025-11-27T00:14:25.344443,okx,-1.5000,-13140.00,0.480000,0.390430,22.9414,15059747,31604610,0
2025-11-27T00:14:25.984531,gate,-1.5000,-13140.00,0.475900,0.391710,21.4929,0,22616880,37326288
2025-11-27T00:14:56.313012,okx,-1.5000,-13140.00,0.448950,0.391530,14.6655,15042536,31653240,0
2025-11-27T00:14:56.928087,gate,-1.5000,-13140.00,0.455070,0.390110,16.6517,0,22618396,37322303
2025-11-27T00:15:27.170760,okx,-1.5000,-13140.00,0.459950,0.396400,16.0318,15106188,31679421,0
2025-11-27T00:15:27.767914,gate,-1.5000,-13140.00,0.455830,0.398920,14.2660,0,22623411,38298957
2025-11-27T00:15:42.676464,okx,-1.5000,-13140.00,0.453300,0.397650,13.9947,15085767,31683555,0
2025-11-27T00:15:43.270455,gate,-1.5000,-13140.00,0.452710,0.397430,13.9094,0,22620139,38184080
2025-11-27T00:15:58.067702,okx,-1.5000,-13140.00,0.428710,0.363740,17.8617,13610392,31696672,0
2025-11-27T00:15:58.668599,gate,-1.5000,-13140.00,0.431360,0.366960,17.5496,0,22630419,35339918
2025-11-27T00:16:23.530708,okx,-1.5000,-13140.00,0.441920,0.370390,19.3121,13863388,31710272,0
2025-11-27T00:16:24.127202,gate,-1.5000,-13140.00,0.435670,0.375280,16.0920,0,22618246,36539232
2025-11-27T00:16:28.987514,okx,-1.5000,-13140.00,0.447810,0.373900,19.7673,14004099,31713614,0
2025-11-27T00:16:29.586158,gate,-1.5000,-13140.00,0.442510,0.377760,17.1405,0,22611083,36799396
2025-11-27T00:16:59.831939,okx,-1.5000,-13140.00,0.435120,0.368580,18.0531,13661946,31721345,0
2025-11-27T00:17:00.412815,gate,-1.5000,-13140.00,0.436440,0.368790,18.3438,0,22613522,36128485
2025-11-27T00:17:30.676426,okx,-1.5000,-13140.00,0.432950,0.358540,20.7536,13099602,31686874,0
2025-11-27T00:17:31.273637,gate,-1.5000,-13140.00,0.429540,0.359860,19.3631,0,22615780,35434652
2025-11-27T00:18:01.498628,okx,-1.5000,-13140.00,0.435990,0.365000,19.4493,13150368,31680093,0
2025-11-27T00:18:02.106385,gate,-1.5000,-13140.00,0.419140,0.362530,15.6153,0,22630723,35871523
2025-11-27T00:18:32.257660,okx,-1.5000,-13140.00,0.439890,0.359400,22.3957,12989502,31683937,0
2025-11-27T00:18:32.841748,gate,-1.5000,-13140.00,0.426710,0.357800,19.2594,0,22622173,35480436
2025-11-27T00:19:03.161719,okx,-1.5000,-13140.00,0.432650,0.349230,23.8868,12645511,31711129,0
2025-11-27T00:19:03.750620,gate,-1.5000,-13140.00,0.409980,0.349160,17.4189,0,22599261,34892570
2025-11-27T00:19:33.969389,okx,-1.5000,-13140.00,0.437190,0.356220,22.7303,12982874,31718977,0
2025-11-27T00:19:34.554836,gate,-1.5000,-13140.00,0.412320,0.355470,15.9929,0,22606620,35660309
2025-11-27T00:20:04.822594,okx,-1.5000,-13140.00,0.439430,0.366280,19.9711,13215498,31656228,0
2025-11-27T00:20:05.463401,gate,-1.5000,-13140.00,0.411570,0.365610,12.5708,0,22624190,36758011
2025-11-27T00:20:35.726094,okx,-1.5000,-13140.00,0.440070,0.363690,21.0014,13186610,31662734,0
2025-11-27T00:20:36.314672,gate,-1.5000,-13140.00,0.406010,0.361640,12.2691,0,22602175,36464026
2025-11-27T00:21:06.579322,okx,-1.5000,-13140.00,0.395970,0.355040,11.5283,12817031,31849990,0
2025-11-27T00:21:07.177631,gate,-1.5000,-13140.00,0.403000,0.356640,12.9991,0,22595826,36111383
2025-11-27T00:21:37.410387,okx,-1.5000,-13140.00,0.379280,0.355050,6.8244,12778167,31877375,0
2025-11-27T00:21:38.057069,gate,-1.5000,-13140.00,0.380110,0.352480,7.8387,0,22591662,35835205
2025-11-27T00:22:08.283343,okx,-1.5000,-13140.00,0.387750,0.354380,9.4164,12824251,32058265,0
2025-11-27T00:22:08.912272,gate,-1.5000,-13140.00,0.389500,0.348840,11.6558,0,22610200,35582400
2025-11-27T00:22:39.179337,okx,-1.5000,-13140.00,0.380100,0.343640,10.6099,12357424,32093667,0
2025-11-27T00:22:39.773240,gate,-1.5000,-13140.00,0.383210,0.339890,12.7453,0,22598577,34854365
2025-11-27T00:23:10.039881,okx,-1.5000,-13140.00,0.379000,0.345340,9.7469,12218356,32101842,0
2025-11-27T00:23:10.643598,gate,-1.5000,-13140.00,0.377040,0.344920,9.3123,0,22590386,35520869
2025-11-27T00:23:19.869889,okx,-1.5000,-13140.00,0.380000,0.346690,9.6080,12412923,32105601,0
2025-11-27T00:23:20.462816,gate,-1.5000,-13140.00,0.378500,0.346060,9.3741,0,22592448,35684113
2025-11-27T00:23:40.961644,okx,-1.5000,-13140.00,0.380000,0.348100,9.1640,12445371,32111823,0
2025-11-27T00:23:41.566833,gate,-1.5000,-13140.00,0.378460,0.346460,9.2363,0,22594677,35763507
2025-11-27T00:23:50.731701,okx,-1.5000,-13140.00,0.380000,0.351840,8.0036,12638730,32131005,0
2025-11-27T00:23:51.342458,gate,-1.5000,-13140.00,0.375430,0.348190,7.8233,0,22595664,35956678
2025-11-27T00:24:11.826800,okx,-1.5000,-13140.00,0.374740,0.346580,8.1251,12488647,32157594,0
2025-11-27T00:24:12.447740,gate,-1.5000,-13140.00,0.366240,0.347080,5.5203,0,22598414,35934404
2025-11-27T00:24:21.523297,okx,-1.5000,-13140.00,0.382960,0.352970,8.4965,12702829,32158794,0
2025-11-27T00:24:22.124579,gate,-1.5000,-13140.00,0.378490,0.355630,6.4280,0,22596917,36889085
2025-11-27T00:24:42.764205,okx,-1.5000,-13140.00,0.380920,0.352520,8.0563,12736400,32178686,0
2025-11-27T00:24:43.371343,gate,-1.5000,-13140.00,0.380040,0.351900,7.9966,0,22591919,36571702
2025-11-27T00:24:52.358518,okx,-1.5000,-13140.00,0.371700,0.348380,6.6938,12519202,32184974,0
2025-11-27T00:24:52.967956,gate,-1.5000,-13140.00,0.370950,0.346360,7.0995,0,22592588,36019770
2025-11-27T00:25:13.815718,okx,-1.5000,-13140.00,0.365000,0.341680,6.8251,12225801,32166818,0
2025-11-27T00:25:14.410505,gate,-1.5000,-13140.00,0.366000,0.342460,6.8738,0,22576029,35715001
2025-11-27T00:25:23.229928,okx,-1.5000,-13140.00,0.365350,0.340710,7.2320,12261460,32168224,0
2025-11-27T00:25:23.849311,gate,-1.5000,-13140.00,0.366000,0.341050,7.3156,0,22569086,35595160
2025-11-27T00:25:44.686786,okx,-1.5000,-13140.00,0.363270,0.342950,5.9251,12340442,32179129,0
2025-11-27T00:25:45.283313,gate,-1.5000,-13140.00,0.364440,0.342830,6.3034,0,22556736,35849102
2025-11-27T00:25:54.112313,okx,-1.5000,-13140.00,0.363000,0.343170,5.7785,12371457,32184090,0
2025-11-27T00:25:54.718397,gate,-1.5000,-13140.00,0.363440,0.341370,6.4651,0,22558816,35714267
2025-11-27T00:26:15.534227,okx,-1.5000,-13140.00,0.359820,0.342920,4.9283,12393687,32170020,0
2025-11-27T00:26:16.129391,gate,-1.5000,-13140.00,0.361040,0.342530,5.4039,0,22552850,35877589
2025-11-27T00:26:25.124801,okx,-1.5000,-13140.00,0.357180,0.343730,3.9130,12372111,32171005,0
2025-11-27T00:26:25.718569,gate,-1.5000,-13140.00,0.360000,0.343200,4.8951,0,22554908,35957649
2025-11-27T00:26:46.429100,okx,-1.5000,-13140.00,0.357000,0.350260,1.9243,12548953,32183838,0
2025-11-27T00:26:47.026759,gate,-1.5000,-13140.00,0.359740,0.348290,3.2875,0,22548837,36538067
2025-11-27T00:26:55.984424,okx,-1.5000,-13140.00,0.357000,0.349470,2.1547,12498725,32185552,0
2025-11-27T00:26:56.571342,gate,-1.5000,-13140.00,0.356220,0.349150,2.0249,0,22550765,36635694
2025-11-27T00:27:17.314029,okx,-1.5000,-13140.00,0.345000,0.340910,1.1997,12240616,32258371,0
2025-11-27T00:27:17.909889,gate,-1.5000,-13140.00,0.349120,0.335000,4.2149,0,22559795,35191309
2025-11-27T00:27:26.833115,okx,-1.5000,-13140.00,0.336770,0.332600,1.2538,11874488,32276734,0
2025-11-27T00:27:27.414837,gate,-1.5000,-13140.00,0.342130,0.331510,3.2035,0,22559209,34904121
2025-11-27T00:27:48.181094,okx,-1.5000,-13140.00,0.348900,0.339560,2.7506,12034840,32288203,0
2025-11-27T00:27:48.784041,gate,-1.5000,-13140.00,0.346130,0.338980,2.1093,0,22572213,35880615
2025-11-27T00:27:57.612206,okx,-1.5000,-13140.00,0.345710,0.339010,1.9763,12082113,32293472,0
2025-11-27T00:27:58.215875,gate,-1.5000,-13140.00,0.347760,0.338220,2.8206,0,22569213,35815650
2025-11-27T00:28:19.024207,okx,-1.5000,-13140.00,0.343140,0.339850,0.9681,12201564,32269331,0
2025-11-27T00:28:19.612411,gate,-1.5000,-13140.00,0.348290,0.338710,2.8284,0,22566198,35898016
2025-11-27T00:28:28.471460,okx,-1.5000,-13140.00,0.344000,0.340030,1.1675,12257019,32273680,0
2025-11-27T00:28:29.073455,gate,-1.5000,-13140.00,0.349120,0.336400,3.7812,0,22564485,35685716
2025-11-27T00:28:49.836594,okx,-1.5000,-13140.00,0.350000,0.345630,1.2644,12408187,32299252,0
2025-11-27T00:28:50.434910,gate,-1.5000,-13140.00,0.353520,0.344200,2.7077,0,22559683,36590629
2025-11-27T00:28:59.255796,okx,-1.5000,-13140.00,0.351470,0.347840,1.0436,12461151,32355688,0
2025-11-27T00:28:59.835666,gate,-1.5000,-13140.00,0.353530,0.348850,1.3416,0,22560014,37106247
2025-11-27T00:29:20.774986,okx,-1.5000,-13140.00,0.346250,0.341750,1.3168,12264753,32345772,0
2025-11-27T00:29:21.365578,gate,-1.5000,-13140.00,0.349060,0.340810,2.4207,0,22572913,36319143
2025-11-27T00:29:30.144552,okx,-1.5000,-13140.00,0.348500,0.344200,1.2493,12270358,32380926,0
2025-11-27T00:29:30.737627,gate,-1.5000,-13140.00,0.351220,0.343570,2.2266,0,22569538,36654337
2025-11-27T00:29:51.641689,okx,-1.5000,-13140.00,0.345480,0.345120,0.1043,12415538,32394187,0
2025-11-27T00:29:52.229311,gate,-1.5000,-13140.00,0.348550,0.343550,1.4554,0,22568717,36702348
2025-11-27T00:30:00.974220,okx,-1.5000,-13140.00,0.347860,0.343680,1.2162,12411422,32404574,0
2025-11-27T00:30:01.579269,gate,-1.5000,-13140.00,0.349440,0.342180,2.1217,0,22569548,36586845
2025-11-27T00:30:22.482271,okx,-1.5000,-13140.00,0.348000,0.344550,1.0013,12438609,32382433,0
2025-11-27T00:30:23.112552,gate,-1.5000,-13140.00,0.350880,0.342240,2.5245,0,22572890,36629654
2025-11-27T00:30:31.808472,okx,-1.5000,-13140.00,0.347470,0.341640,1.7065,12422414,32385593,0
2025-11-27T00:30:32.620978,gate,-1.5000,-13140.00,0.346990,0.340170,2.0049,0,22571837,36436963
2025-11-27T00:30:53.388618,okx,-1.5000,-13140.00,0.344980,0.339730,1.5453,12360592,32416428,0
2025-11-27T00:30:54.022373,gate,-1.5000,-13140.00,0.342000,0.339270,0.8047,0,22589278,36438602
2025-11-27T00:31:02.836451,okx,-1.5000,-13140.00,0.341210,0.338050,0.9348,12339372,32411494,0
2025-11-27T00:31:03.421039,gate,-1.5000,-13140.00,0.342000,0.337190,1.4265,0,22599082,36226707
2025-11-27T00:31:24.264864,okx,-1.5000,-13140.00,0.341000,0.337920,0.9115,12403347,32425842,0
2025-11-27T00:31:24.856300,gate,-1.5000,-13140.00,0.344300,0.336160,2.4215,0,22610091,36172058
2025-11-27T00:31:33.631183,okx,-1.5000,-13140.00,0.340000,0.336440,1.0581,12445340,32432647,0
2025-11-27T00:31:34.220600,gate,-1.5000,-13140.00,0.342590,0.334200,2.5105,0,22611633,35998777
2025-11-27T00:31:55.095203,okx,-1.5000,-13140.00,0.337520,0.333730,1.1356,12360307,32445302,0
2025-11-27T00:31:55.706464,gate,-1.5000,-13140.00,0.342590,0.333000,2.8799,0,22607290,35910573
2025-11-27T00:32:04.532171,okx,-1.5000,-13140.00,0.338610,0.334700,1.1682,12376685,32414952,0
2025-11-27T00:32:05.164514,gate,-1.5000,-13140.00,0.340340,0.333530,2.0418,0,22601611,36019818
2025-11-27T00:32:25.953160,okx,-1.5000,-13140.00,0.337530,0.334390,0.9390,12430721,32430573,0
2025-11-27T00:32:26.589119,gate,-1.5000,-13140.00,0.337120,0.333750,1.0097,0,22598710,36154302
2025-11-27T00:32:35.425801,okx,-1.5000,-13140.00,0.335080,0.333290,0.5371,12348763,32447872,0
2025-11-27T00:32:36.015523,gate,-1.5000,-13140.00,0.337120,0.331880,1.5789,0,22610750,35956397
2025-11-27T00:32:56.879139,okx,-1.5000,-13140.00,0.336210,0.335860,0.1042,12563645,32449497,0
2025-11-27T00:32:57.490428,gate,-1.5000,-13140.00,0.340000,0.333880,1.8330,0,22609388,36223261
2025-11-27T00:33:06.505581,okx,-1.5000,-13140.00,0.337170,0.336290,0.2617,12578398,32430396,0
2025-11-27T00:33:07.110865,gate,-1.5000,-13140.00,0.336850,0.335230,0.4833,0,22607852,36369725
2025-11-27T00:33:28.687216,okx,-1.5000,-13140.00,0.338740,0.339300,-0.1650,12734086,32459836,0
2025-11-27T00:33:29.298570,gate,-1.5000,-13140.00,0.340000,0.337990,0.5947,0,22626991,36713728
2025-11-27T00:33:37.354579,okx,-1.5000,-13140.00,0.339780,0.339700,0.0236,12731333,32462945,0
2025-11-27T00:33:37.938042,gate,-1.5000,-13140.00,0.340000,0.338360,0.4847,0,22628714,36765642
2025-11-27T00:33:59.534325,okx,-1.5000,-13140.00,0.335920,0.335550,0.1103,12552010,32501287,0
2025-11-27T00:34:00.138634,gate,-1.5000,-13140.00,0.338340,0.334740,1.0755,0,22633888,36407264
2025-11-27T00:34:08.174251,okx,-1.5000,-13140.00,0.337180,0.338360,-0.3487,12617902,32468381,0
2025-11-27T00:34:08.758611,gate,-1.5000,-13140.00,0.339190,0.338150,0.3076,0,22633268,36808886
2025-11-27T00:34:30.334142,okx,-1.5000,-13140.00,0.340000,0.340000,0.0000,12803688,32497890,0
2025-11-27T00:34:31.239229,gate,-1.5000,-13140.00,0.342590,0.340360,0.6552,0,22633364,37072607
2025-11-27T00:34:39.010958,okx,-1.5000,-13140.00,0.343000,0.344410,-0.4094,12938631,32650109,0
2025-11-27T00:34:39.605027,gate,-1.5000,-13140.00,0.342850,0.347320,-1.2870,0,22634114,37853188
2025-11-27T00:35:01.499116,okx,-1.5000,-13140.00,0.333520,0.332400,0.3369,12563064,32754355,0
2025-11-27T00:35:02.104257,gate,-1.5000,-13140.00,0.338760,0.331460,2.2024,0,22642938,36255165
2025-11-27T00:35:09.828438,okx,-1.5000,-13140.00,0.324120,0.322480,0.5086,12254560,32788658,0
2025-11-27T00:35:10.408395,gate,-1.5000,-13140.00,0.327480,0.325010,0.7600,0,22642563,35608611
2025-11-27T00:35:33.289992,okx,-1.5000,-13140.00,0.327790,0.327110,0.2079,12045133,32834166,0
2025-11-27T00:35:33.881188,gate,-1.5000,-13140.00,0.328430,0.324600,1.1799,0,22651877,35755939
2025-11-27T00:35:40.661517,okx,-1.5000,-13140.00,0.322840,0.321760,0.3357,11846004,32843425,0
2025-11-27T00:35:41.279494,gate,-1.5000,-13140.00,0.322790,0.321650,0.3544,0,22652174,35510763
2025-11-27T00:36:04.157524,okx,-1.5000,-13140.00,0.317550,0.318640,-0.3421,11553318,32862434,0
2025-11-27T00:36:04.764105,gate,-1.5000,-13140.00,0.318940,0.318180,0.2389,0,22661584,35307377
2025-11-27T00:36:11.541797,okx,-1.5000,-13140.00,0.317400,0.313420,1.2699,11529250,32950556,0
2025-11-27T00:36:12.170137,gate,-1.5000,-13140.00,0.321840,0.315830,1.9029,0,22663464,35068710
2025-11-27T00:36:34.964549,okx,-1.5000,-13140.00,0.312480,0.310670,0.5826,11279147,32999147,0
2025-11-27T00:36:35.557620,gate,-1.5000,-13140.00,0.313840,0.310450,1.0920,0,22657883,34567544
2025-11-27T00:36:42.390263,okx,-1.5000,-13140.00,0.311770,0.309490,0.7367,11266980,33004623,0
2025-11-27T00:36:42.980825,gate,-1.5000,-13140.00,0.312140,0.310130,0.6481,0,22663855,34613677
2025-11-27T00:37:05.816209,okx,-1.5000,-13140.00,0.304040,0.302930,0.3664,11118348,33029112,0
2025-11-27T00:37:06.397641,gate,-1.5000,-13140.00,0.304820,0.302150,0.8837,0,22665913,33923126
2025-11-27T00:37:13.190304,okx,-1.5000,-13140.00,0.304000,0.301940,0.6823,11096941,33036306,0
2025-11-27T00:37:13.837283,gate,-1.5000,-13140.00,0.304680,0.302370,0.7640,0,22667691,34057441
2025-11-27T00:37:37.615615,okx,-1.5000,-13140.00,0.313010,0.308100,1.5936,11385060,33051436,0
2025-11-27T00:37:38.209201,gate,-1.5000,-13140.00,0.310080,0.308300,0.5774,0,22669892,34902113
2025-11-27T00:37:44.101178,okx,-1.5000,-13140.00,0.319040,0.308800,3.3161,11463322,33055111,0
2025-11-27T00:37:44.691405,gate,-1.5000,-13140.00,0.313440,0.307060,2.0778,0,22675556,34761735
2025-11-27T00:38:08.524815,okx,-1.5000,-13140.00,0.314970,0.307730,2.3527,11356342,33091092,0
2025-11-27T00:38:09.123296,gate,-1.5000,-13140.00,0.308600,0.308050,0.1785,0,22692288,34993477
2025-11-27T00:38:14.876783,okx,-1.5000,-13140.00,0.316020,0.308790,2.3414,11461725,33102941,0
2025-11-27T00:38:15.467870,gate,-1.5000,-13140.00,0.309720,0.308750,0.3142,0,22689377,35089253
2025-11-27T00:38:39.369297,okx,-1.5000,-13140.00,0.314770,0.311050,1.1959,11589790,33114359,0
2025-11-27T00:38:39.970528,gate,-1.5000,-13140.00,0.315300,0.310280,1.6179,0,22696157,35331894
2025-11-27T00:38:45.693787,okx,-1.5000,-13140.00,0.312660,0.308920,1.2107,11570764,33116515,0
2025-11-27T00:38:46.289003,gate,-1.5000,-13140.00,0.314870,0.309130,1.8568,0,22696558,35208577
2025-11-27T00:39:11.208806,okx,-1.5000,-13140.00,0.312830,0.310030,0.9031,11605967,33086487,0
2025-11-27T00:39:11.814708,gate,-1.5000,-13140.00,0.312540,0.310420,0.6829,0,22712155,35401634
2025-11-27T00:39:16.437106,okx,-1.5000,-13140.00,0.312830,0.311370,0.4689,11638854,33087015,0
2025-11-27T00:39:17.026877,gate,-1.5000,-13140.00,0.313960,0.310590,1.0850,0,22715704,35421413
2025-11-27T00:39:42.016656,okx,-1.5000,-13140.00,0.313000,0.309050,1.2781,11564622,33104344,0
2025-11-27T00:39:42.626095,gate,-1.5000,-13140.00,0.313340,0.308690,1.5064,0,22724132,35269083
2025-11-27T00:39:47.233229,okx,-1.5000,-13140.00,0.313780,0.308260,1.7907,11508713,33104380,0
2025-11-27T00:39:47.824009,gate,-1.5000,-13140.00,0.313300,0.308930,1.4146,0,22725706,35304729
2025-11-27T00:40:12.824108,okx,-1.5000,-13140.00,0.317920,0.311520,2.0544,11630850,33104450,0
2025-11-27T00:40:13.475272,gate,-1.5000,-13140.00,0.312760,0.311850,0.2918,0,22753249,35660899
2025-11-27T00:40:18.049342,okx,-1.5000,-13140.00,0.319800,0.312940,2.1921,11687358,33104604,0
2025-11-27T00:40:18.634317,gate,-1.5000,-13140.00,0.310790,0.314570,-1.2016,0,22754993,35981901
2025-11-27T00:40:43.741644,okx,-1.5000,-13140.00,0.329750,0.317880,3.7341,11702453,33155522,0
2025-11-27T00:40:44.327844,gate,-1.5000,-13140.00,0.321040,0.318140,0.9115,0,22754270,36509584
2025-11-27T00:40:48.894778,okx,-1.5000,-13140.00,0.330050,0.318960,3.4769,11697190,33164040,0
2025-11-27T00:40:49.475123,gate,-1.5000,-13140.00,0.320760,0.319940,0.2563,0,22755489,36799515
2025-11-27T00:41:15.532194,okx,-1.5000,-13140.00,0.326800,0.317620,2.8902,11702282,33243798,0
2025-11-27T00:41:16.127365,gate,-1.5000,-13140.00,0.319510,0.317230,0.7187,0,22755367,36539575
2025-11-27T00:41:19.659564,okx,-1.5000,-13140.00,0.327410,0.316830,3.3393,11673314,33254153,0
2025-11-27T00:41:20.251555,gate,-1.5000,-13140.00,0.319560,0.317600,0.6171,0,22756372,36584795
2025-11-27T00:41:46.365015,okx,-1.5000,-13140.00,0.324000,0.319010,1.5642,11683253,33298906,0
2025-11-27T00:41:46.966749,gate,-1.5000,-13140.00,0.321580,0.318550,0.9512,0,22761803,36729177
2025-11-27T00:41:50.444873,okx,-1.5000,-13140.00,0.324000,0.319200,1.5038,11685504,33301018,0
2025-11-27T00:41:51.029954,gate,-1.5000,-13140.00,0.322120,0.319510,0.8169,0,22761815,36839947
2025-11-27T00:42:17.139527,okx,-1.5000,-13140.00,0.324560,0.322810,0.5421,11714581,33339145,0
2025-11-27T00:42:17.749972,gate,-1.5000,-13140.00,0.324990,0.322720,0.7034,0,22780763,37343762
2025-11-27T00:42:21.229827,okx,-1.5000,-13140.00,0.325950,0.324390,0.4809,11755537,33341471,0
2025-11-27T00:42:21.850725,gate,-1.5000,-13140.00,0.326260,0.325150,0.3414,0,22780957,37650091
2025-11-27T00:42:48.960552,okx,-1.5000,-13140.00,0.329980,0.326550,1.0504,11825966,33358939,0
2025-11-27T00:42:49.572109,gate,-1.5000,-13140.00,0.328580,0.327990,0.1799,0,22792002,38050497
2025-11-27T00:42:52.085334,okx,-1.5000,-13140.00,0.330770,0.328500,0.6910,11825966,33372526,0
2025-11-27T00:42:52.695402,gate,-1.5000,-13140.00,0.328790,0.329290,-0.1518,0,22791646,38201312
2025-11-27T00:43:19.785202,okx,-1.5000,-13140.00,0.331900,0.327520,1.3373,11746263,33380210,0
2025-11-27T00:43:20.393366,gate,-1.5000,-13140.00,0.330360,0.328960,0.4256,0,22813939,38220304
2025-11-27T00:43:22.960981,okx,-1.5000,-13140.00,0.331750,0.328240,1.0693,11741938,33382586,0
2025-11-27T00:43:23.549898,gate,-1.5000,-13140.00,0.330330,0.328650,0.5112,0,22813842,38207573
2025-11-27T00:43:50.617517,okx,-1.5000,-13140.00,0.331960,0.325840,1.8782,11659743,33406550,0
2025-11-27T00:43:51.218959,gate,-1.5000,-13140.00,0.327510,0.327430,0.0244,0,22863080,38141078
2025-11-27T00:43:53.744067,okx,-1.5000,-13140.00,0.331240,0.325120,1.8824,11659743,33413962,0
