Date,Open,High,Low,Close,Volume
2023-12-04 00:00:00-05:00,8.334066202352336,8.306282907901108,8.374775912132307,8.364203395726113,24564400.0
2023-12-05 00:00:00-05:00,8.417863432301154,8.394996064708382,8.487471370220094,8.460668480832226,17116400.0
2023-12-06 00:00:00-05:00,8.494362051247197,8.489189199870713,8.573387874024991,8.56543519032956,9576550.0
2023-12-07 00:00:00-05:00,8.6089539608374,8.607485059392452,8.669444037023402,8.634694171233857,11280250.0
2023-12-08 00:00:00-05:00,8.70866460673018,8.663265464099249,8.79638391388294,8.798104077414127,18314850.0
2023-12-11 00:00:00-05:00,8.798283549895178,8.787142799014138,8.801057116614896,8.780009453735712,15701600.0
2023-12-12 00:00:00-05:00,8.7668098406095,8.769304086835458,8.819056229608787,8.804702694322124,8587800.0
2023-12-13 00:00:00-05:00,8.85879553369729,8.616161512665784,8.89762248676054,8.61874143029241,22851750.0
2023-12-14 00:00:00-05:00,8.588449412282475,8.558160717424498,8.552978798939344,8.520541714576423,15245650.0
2023-12-15 00:00:00-05:00,8.576888453077748,8.577394499511474,8.589425624102011,8.566193341894122,10701400.0
2023-12-18 00:00:00-05:00,8.569470164158389,8.614717217683843,8.644506316353233,8.616973058612126,9142700.0
2023-12-19 00:00:00-05:00,8.591054177929252,8.572978238383769,8.594335775622602,8.585111166041058,9389150.0
2023-12-20 00:00:00-05:00,8.47663973500707,8.469745012873107,8.534028517457086,8.53448268103282,9263000.0
2023-12-21 00:00:00-05:00,8.492369878034989,8.457626872075013,8.502251960058402,8.490811170343507,10841800.0
2023-12-22 00:00:00-05:00,8.549754904422342,8.516644431198262,8.61995527894434,8.601717769150637,12206050.0
2023-12-26 00:00:00-05:00,8.59837951790881,8.629163430168333,8.638837839718336,8.636035794231113,8182200.0
2023-12-27 00:00:00-05:00,8.677375609154065,8.624106962750758,8.67089144242009,8.66351778244419,9855850.0
2023-12-28 00:00:00-05:00,8.675687671447369,8.669213455714537,8.71766896278099,8.707139755052717,8714650.0
2023-12-29 00:00:00-05:00,8.833949957419899,8.730751377157802,8.8469392494406,8.777318280167087,8886750.0
2024-01-02 00:00:00-05:00,8.745546266754868,8.726239262706962,8.803142577311082,8.809238086889643,9651700.0
2024-01-03 00:00:00-05:00,8.954933821426383,8.947219922427895,8.998565520573004,8.980532273453663,17517700.0
2024-01-04 00:00:00-05:00,9.038240972346635,8.992890832676986,9.084737519631364,8.981025047885037,8194350.0
2024-01-05 00:00:00-05:00,8.96832132845978,8.883417947379327,8.990965081191103,8.927393412389835,14441850.0
2024-01-08 00:00:00-05:00,8.885145202914016,8.881882611443014,8.91000002906436,8.89115014571404,7871450.0
2024-01-09 00:00:00-05:00,8.89161162964969,8.8837646484375,8.956584156848129,8.949047270275297,7604800.0
2024-01-10 00:00:00-05:00,8.989010828782611,8.964795353836756,8.978897040224929,8.954154499425291,8299200.0
2024-01-11 00:00:00-05:00,8.966142605103599,8.94874256206442,9.069518732444882,9.023534960180204,14323600.0
2024-01-12 00:00:00-05:00,8.913978663375696,8.87093749811833,8.960682055563385,8.952808019469177,12874100.0
2024-01-16 00:00:00-05:00,8.947492874058687,8.940009155633792,8.964626797427632,8.965172322040543,11750550.0
2024-01-17 00:00:00-05:00,9.013955311318664,9.010577165551448,8.998058780022463,8.999515727405978,13446150.0
2024-01-18 00:00:00-05:00,9.064202599764494,8.992322098098125,9.070106852377165,9.00384430205474,7635550.0
2024-01-19 00:00:00-05:00,9.064034201138679,9.06596046710113,9.11673187306743,9.091920270059157,9147100.0
2024-01-22 00:00:00-05:00,9.305665403474844,9.199411852550455,9.309915742136345,9.25914973187224,11344850.0
2024-01-23 00:00:00-05:00,9.17074325100474,9.151264532285355,9.180392268693069,9.15489482036409,9068750.0
2024-01-24 00:00:00-05:00,8.976644706398309,8.969999767485119,9.000966205653455,9.000482961693512,15162100.0
2024-01-25 00:00:00-05:00,8.94224293630075,8.905553018861298,8.968734896716938,8.936962493638756,10203200.0
2024-01-26 00:00:00-05:00,8.999039359849421,8.95697916823371,8.991814655306204,8.965004268218197,6522700.0
2024-01-29 00:00:00-05:00,8.954350518788834,8.872470272288602,8.982245732765083,8.879302685539797,9969550.0
2024-01-30 00:00:00-05:00,8.910285992984111,8.89967194139924,8.955693081340378,8.899952410797699,7855450.0
2024-01-31 00:00:00-05:00,8.932546618028079,8.92084324640916,9.027351415803647,9.012434161809207,13878250.0
2024-02-01 00:00:00-05:00,9.059694454415872,8.992480941527488,9.051245837608805,8.97736972565473,19496250.0
2024-02-02 00:00:00-05:00,9.1251820356453,9.08465544973242,9.163414931878812,9.0896385836314,15831000.0
2024-02-05 00:00:00-05:00,9.142857142857142,9.139660063125353,9.160942327596219,9.163166273378883,10983900.0
2024-02-06 00:00:00-05:00,9.1992168200699,9.176385170243842,9.20745517964437,9.193076594228648,6936800.0
2024-02-07 00:00:00-05:00,9.224179840100142,9.220544836805624,9.265748110579665,9.272011840009757,9180500.0
2024-02-08 00:00:00-05:00,9.193248471251712,9.1033320672934,9.215898678042626,9.12009710944773,10210450.0
2024-02-09 00:00:00-05:00,9.122568211603637,9.062259193775121,9.146627945436775,9.071566892412626,7516750.0
2024-02-12 00:00:00-05:00,9.045080644423141,8.986084592192574,9.04660180385179,9.013005710377566,7856400.0
2024-02-13 00:00:00-05:00,9.072442649771212,9.069471626183566,9.16608633697263,9.135148109392672,16175000.0
2024-02-14 00:00:00-05:00,9.108749799412541,8.99659424558001,9.093518411908047,9.022504567045402,10058350.0
2024-02-15 00:00:00-05:00,8.905950323636057,8.824478412984593,8.886222121050436,8.866284571490095,16474650.0
2024-02-16 00:00:00-05:00,8.784053370276936,8.682325496230014,8.83978946373675,8.711547529452888,13385150.0
2024-02-20 00:00:00-05:00,8.878602080136211,8.873524966508885,8.911078829183648,8.897484762031324,7289200.0
2024-02-21 00:00:00-05:00,8.908487601872222,8.911847861920979,8.986551817771065,8.944656675411109,7598950.0
2024-02-22 00:00:00-05:00,8.96558302459723,8.948021246245448,8.99278893811112,9.008645547925754,10639700.0
2024-02-23 00:00:00-05:00,9.017307905685275,8.99144412756028,9.060415750366513,8.986183762456491,11006900.0
2024-02-26 00:00:00-05:00,9.111595716878027,9.103914729257445,9.129989796521011,9.127060586251606,9450600.0
2024-02-27 00:00:00-05:00,9.101351741334796,9.099325135167472,9.160409692158026,9.139523713619898,7670250.0
2024-02-28 00:00:00-05:00,9.182837359147047,9.169261146370365,9.194620624173988,9.164963665703308,5563950.0
2024-02-29 00:00:00-05:00,9.139277079019202,9.135160644803076,9.177012028413388,9.132175674817754,8654100.0
2024-03-01 00:00:00-05:00,9.147596694784777,9.088345284587072,9.17829496334268,9.111478445654123,18490600.0
2024-03-04 00:00:00-05:00,9.059728937548975,8.96484042241415,9.064049107763863,8.966605170816765,19116450.0
2024-03-05 00:00:00-05:00,8.990893017887734,8.981867823503325,9.087338236735466,9.099677053398985,15974600.0
2024-03-06 00:00:00-05:00,9.06129900734111,8.965362445154073,9.032021817415261,8.99592733605972,20748500.0
2024-03-07 00:00:00-05:00,9.012646738347598,8.929495848856961,8.992314471765766,8.99010811596577,13647100.0
2024-03-08 00:00:00-05:00,9.036887248151467,9.055679115493227,9.061934418768724,9.070175845020671,20393000.0
2024-03-11 00:00:00-04:00,9.033139606047516,9.020053424459944,9.058453632517207,9.038031165649429,11347050.0
2024-03-12 00:00:00-04:00,9.023863414252094,9.029253424064303,9.065089207401554,9.044363599188431,12888100.0
2024-03-13 00:00:00-04:00,8.98431229222531,8.822552797837961,9.000449417945923,8.827994487017811,16525750.0
2024-03-14 00:00:00-04:00,8.74596230692778,8.738883895101814,8.812554771976142,8.814342724962671,10785150.0
2024-03-15 00:00:00-04:00,8.674186944003718,8.618127103316763,8.688289651284014,8.671732555773382,16317300.0
2024-03-18 00:00:00-04:00,8.63208002189534,8.65326420919121,8.731290642280651,8.731121785751215,9563600.0
2024-03-19 00:00:00-04:00,8.759104304431242,8.748248521178501,8.794871576501162,8.767002853239447,9032200.0
2024-03-20 00:00:00-04:00,8.76970549057748,8.642217359003018,8.771805657481536,8.68097830520001,20769450.0
2024-03-21 00:00:00-04:00,8.810717815922553,8.804835902955814,8.903683976468754,8.916997996568119,19280050.0
2024-03-22 00:00:00-04:00,8.888300693811761,8.84574948772393,8.868561152797424,8.88076289212565,12051050.0
2024-03-25 00:00:00-04:00,8.902212347145209,8.884733876610232,8.912195477612801,8.901240308780991,7050750.0
2024-03-26 00:00:00-04:00,8.962847785316065,8.963748319370422,9.020637015055133,9.025962310313155,11968150.0
2024-03-27 00:00:00-04:00,9.056401340300877,9.007978990757222,9.056401340300877,9.022656776472385,9296400.0
2024-03-28 00:00:00-04:00,9.098754335018327,9.037281138011235,9.093220090251108,9.042637416294642,19149950.0
2024-04-01 00:00:00-04:00,8.99870581586692,8.996982278594238,9.1157755606008,9.09098870409097,18083900.0
2024-04-02 00:00:00-04:00,8.96142340368286,8.829707202826897,8.965576706644114,8.846056964758693,35918900.0
2024-04-03 00:00:00-04:00,8.676143525034835,8.595718895947122,8.700868944473902,8.602507457787281,36388150.0
2024-04-04 00:00:00-04:00,8.628408735579217,8.555109836521497,8.651906910748908,8.636994946889024,33269350.0
2024-04-05 00:00:00-04:00,8.6766030003708,8.58154378404625,8.701107278861729,8.595285397032933,28310450.0
2024-04-08 00:00:00-04:00,8.516561140750893,8.505688485892167,8.618875658561915,8.5228346054623,25520150.0
2024-04-09 00:00:00-04:00,8.458640681887136,8.450193198217933,8.568883411994474,8.463063918354205,27010250.0
2024-04-10 00:00:00-04:00,8.50256595996375,8.350460100321564,8.529201113430863,8.471905467457786,31965800.0
2024-04-11 00:00:00-04:00,8.441027699319598,8.442395875908078,8.50630443374402,8.4505959676113,20005200.0
2024-04-12 00:00:00-04:00,8.278731396767101,8.26321579402315,8.464733557900212,8.462349063267046,74288550.0
2024-04-15 00:00:00-04:00,8.315147274099617,8.366010527669225,8.375243253765937,8.36614911869804,32602050.0
2024-04-16 00:00:00-04:00,8.445722871239406,8.51515182553825,8.56281821182813,8.574418905521922,33501150.0
2024-04-17 00:00:00-04:00,8.459625340656638,8.419134139034853,8.49941703826953,8.494777295837148,29094200.0
2024-04-18 00:00:00-04:00,8.47606251954101,8.465596636300257,8.52020200111551,8.520494630216296,16657550.0
2024-04-19 00:00:00-04:00,8.503278168074411,8.448328388623738,8.497297493147354,8.436259249730606,19005100.0
2024-04-22 00:00:00-04:00,8.671342664841932,8.612941727433904,8.67849904978803,8.647011820511839,25280600.0
2024-04-23 00:00:00-04:00,8.676399352708057,8.620606737937315,8.683313130512134,8.605041826957606,23888550.0
2024-04-24 00:00:00-04:00,8.631832867803793,8.636727053605407,8.650524401553989,8.62008042883326,12762350.0
2024-04-25 00:00:00-04:00,8.627111663521,8.606265224473084,8.639258401924723,8.616121419411437,19642450.0
2024-04-26 00:00:00-04:00,8.605398955009212,8.607058415313908,8.70828277896149,8.70309362913356,16544900.0
