symbol,entry_time,exit_time,entry_price,exit_price,return_pct,periods_held,exit_reason
ACHV,2025-11-28 09:45:00-05:00,2025-12-02 18:00:00-05:00,4.795000076293945,4.57,-4.692389420520042,96,max_hold
ALDX,2025-11-28 12:30:00-05:00,2025-12-02 10:00:00-05:00,5.480000019073486,4.985000133514404,-9.032844595551163,43,stop_loss
ALDX,2025-12-02 10:15:00-05:00,2025-12-03 18:15:00-05:00,5.010000228881836,4.93,-1.5968108827749732,63,end_of_data
ATRA,2025-11-28 10:30:00-05:00,2025-12-02 09:30:00-05:00,14.640000343322754,13.105500221252441,-10.481557965059693,44,stop_loss
ATRA,2025-12-02 15:15:00-05:00,2025-12-03 18:45:00-05:00,12.359999656677246,12.79,3.478967275621677,39,end_of_data
BKKT,2025-11-26 09:45:00-05:00,2025-12-01 07:15:00-05:00,14.670000076293945,14.93,1.7723239424258932,96,max_hold
BKKT,2025-12-01 09:30:00-05:00,2025-12-03 05:30:00-05:00,14.579999923706055,14.17,-2.8120708220267114,96,max_hold
BKKT,2025-12-03 11:45:00-05:00,2025-12-03 19:45:00-05:00,13.545000076293945,14.6805,8.383166609894474,32,end_of_data
