Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-12-04 00:00:00-05:00,66.83569173198583,67.51768976626308,66.83569173198583,67.29035949707031,11386300,0.0,0.0,0.0
2023-12-05 00:00:00-05:00,67.18616336087335,67.3471886632936,66.67466484727481,66.75991821289062,11565900,0.0,0.0,0.0
2023-12-06 00:00:00-05:00,66.6083653123703,66.75044944883952,66.31473006324678,66.58942413330078,11008700,0.0,0.0,0.0
2023-12-07 00:00:00-05:00,66.77886058988621,67.09144422492746,66.54205611970931,66.87358093261719,8460000,0.0,0.0,0.0
2023-12-08 00:00:00-05:00,66.75043806560846,66.80726881982481,66.31471875432077,66.40943908691406,8191300,0.0,0.0,0.0
2023-12-11 00:00:00-05:00,66.77885518335339,67.07249039005588,66.67466064677541,67.04407501220703,16192800,0.0,0.0,0.0
2023-12-12 00:00:00-05:00,67.18616084177947,67.2619400024414,66.88305142583025,67.2619400024414,8764500,0.0,0.0,0.0
2023-12-13 00:00:00-05:00,67.25247005594679,68.50279737918657,67.08197054701868,68.48385620117188,14052700,0.0,0.0,0.0
2023-12-14 00:00:00-05:00,68.54069945168652,68.64489401650151,67.43245605505459,67.47981262207031,16056700,0.0,0.0,0.0
2023-12-15 00:00:00-05:00,67.38509226133857,67.66926057023407,67.21459272134133,67.47981262207031,17434600,0.0,0.0,0.0
2023-12-18 00:00:00-05:00,67.77185162761424,68.43038175881702,67.62869037074964,68.18224334716797,11816000,0.536,0.0,0.0
2023-12-19 00:00:00-05:00,68.05815762052943,68.39220293502605,68.02952682934011,68.31584930419922,8283200,0.0,0.0,0.0
2023-12-20 00:00:00-05:00,67.86727982139226,68.01997979930493,66.9892349243164,66.9892349243164,16705400,0.0,0.0,0.0
2023-12-21 00:00:00-05:00,67.35190949147454,67.52370153221514,66.92243303036481,67.45689392089844,10971900,0.0,0.0,0.0
2023-12-22 00:00:00-05:00,67.62868308401733,68.09633634333545,67.56187547554332,67.9722671508789,7831800,0.0,0.0,0.0
2023-12-26 00:00:00-05:00,67.82909904011257,68.43036745548584,67.82909904011257,68.25857543945312,6915800,0.0,0.0,0.0
2023-12-27 00:00:00-05:00,68.27767089380337,68.57353210449219,68.18223249824081,68.57353210449219,7566700,0.0,0.0,0.0
2023-12-28 00:00:00-05:00,68.47809603187618,68.6880648781262,68.38265763307611,68.60216522216797,6466000,0.0,0.0,0.0
2023-12-29 00:00:00-05:00,68.50672355479462,68.78349999514751,68.43991595067375,68.74532318115234,10412700,0.0,0.0,0.0
2024-01-02 00:00:00-05:00,68.49718820157716,69.63292493004217,68.49718820157716,69.51839447021484,12912000,0.0,0.0,0.0
2024-01-03 00:00:00-05:00,69.64246385178566,69.75698701844762,68.86940335088498,68.97438049316406,13979700,0.0,0.0,0.0
2024-01-04 00:00:00-05:00,68.92667487368023,69.34661262928552,68.73579076591227,68.87895202636719,10865000,0.0,0.0,0.0
2024-01-05 00:00:00-05:00,68.91711886406159,69.1748105518461,68.3253891379297,68.72624206542969,12802800,0.0,0.0,0.0
2024-01-08 00:00:00-05:00,68.73577960472593,69.2607017139967,68.69761007085442,69.23207092285156,9409000,0.0,0.0,0.0
2024-01-09 00:00:00-05:00,68.97438423384044,69.41341400146484,68.72624583829355,69.41341400146484,7838600,0.0,0.0,0.0
2024-01-10 00:00:00-05:00,69.35614078735816,69.67109405598912,69.06027956733196,69.27024841308594,11113300,0.0,0.0,0.0
2024-01-11 00:00:00-05:00,69.19390405381893,69.29888849076414,68.79305835720125,69.26071166992188,9507800,0.0,0.0,0.0
2024-01-12 00:00:00-05:00,69.49930174702557,69.65200900931849,69.24161734376004,69.48021697998047,7712800,0.0,0.0,0.0
2024-01-16 00:00:00-05:00,69.48975696042544,69.52793377667862,68.82168087970253,69.09845733642578,11566900,0.0,0.0,0.0
2024-01-17 00:00:00-05:00,68.93621230473454,69.28933511748191,68.79305106212843,69.05073547363281,9641400,0.0,0.0,0.0
2024-01-18 00:00:00-05:00,68.87894409102962,69.01255931033168,68.43992161596809,68.96484375,10548800,0.0,0.0,0.0
2024-01-19 00:00:00-05:00,69.0221116224765,69.041196392051,68.41129705531614,68.7644271850586,11309600,0.0,0.0,0.0
2024-01-22 00:00:00-05:00,68.46854332820564,68.71668896606484,68.29675131453119,68.43036651611328,15078600,0.0,0.0,0.0
2024-01-23 00:00:00-05:00,68.79305901569623,69.27979710275508,68.77396696435034,69.17481994628906,13859600,0.0,0.0,0.0
2024-01-24 00:00:00-05:00,69.1175385606721,69.15571537496825,68.3063012809566,68.32538604736328,12290500,0.0,0.0,0.0
2024-01-25 00:00:00-05:00,68.61171002001777,68.98392486572266,68.32538754725265,68.98392486572266,12160900,0.0,0.0,0.0
2024-01-26 00:00:00-05:00,69.11753982886425,69.42294706735439,69.11753982886425,69.31796264648438,7432800,0.0,0.0,0.0
2024-01-29 00:00:00-05:00,69.50885741988805,69.74745708922875,69.26071172495818,69.71882629394531,9321900,0.0,0.0,0.0
2024-01-30 00:00:00-05:00,69.61383859553908,70.14829949974809,69.36569291223473,70.11012268066406,11058900,0.0,0.0,0.0
2024-01-31 00:00:00-05:00,70.0910254704094,70.29144827391188,69.5088418253145,69.59473419189453,17220600,0.0,0.0,0.0
2024-02-01 00:00:00-05:00,69.623364149956,71.01679229736328,69.40385658366031,71.01679229736328,20588700,0.0,0.0,0.0
2024-02-02 00:00:00-05:00,70.80683466443085,71.08361113299205,70.44415853525521,70.7877426147461,23158000,0.0,0.0,0.0
2024-02-05 00:00:00-05:00,70.8068389259551,70.85455449007182,70.32963959588447,70.34872436523438,14564700,0.0,0.0,0.0
2024-02-06 00:00:00-05:00,70.34872504310468,70.54914788988752,70.11967140127915,70.51097106933594,11224200,0.0,0.0,0.0
2024-02-07 00:00:00-05:00,70.80683660051817,70.84501341944808,70.37735284866935,70.44416046142578,7544100,0.0,0.0,0.0
2024-02-08 00:00:00-05:00,70.32963331511435,70.70184817681017,70.11966446359706,70.4250717163086,16287600,0.0,0.0,0.0
2024-02-09 00:00:00-05:00,70.24373051246286,70.24373051246286,69.67109284944891,69.77607727050781,20698800,0.0,0.0,0.0
2024-02-12 00:00:00-05:00,69.85243893372065,70.2819154100005,69.48022404588245,70.27236938476562,13422900,0.0,0.0,0.0
2024-02-13 00:00:00-05:00,70.22465471692416,70.42507756050907,69.09846401381574,69.51839447021484,21640600,0.0,0.0,0.0
2024-02-14 00:00:00-05:00,69.46111924990115,69.49929606235172,69.0602736413938,69.384765625,15191300,0.0,0.0,0.0
2024-02-15 00:00:00-05:00,69.66154385673316,69.92877426931963,69.5851975113389,69.83333587646484,14235700,0.0,0.0,0.0
2024-02-16 00:00:00-05:00,69.76653194583454,70.26282326517651,69.47067072796574,69.93832397460938,15568300,0.0,0.0,0.0
2024-02-20 00:00:00-05:00,70.43461812839752,71.07406342954869,70.32008767744433,70.6732177734375,15388700,0.0,0.0,0.0
2024-02-21 00:00:00-05:00,70.80683138246417,71.04543102208,70.59686253456495,70.93090057373047,13776600,0.0,0.0,0.0
2024-02-22 00:00:00-05:00,70.61594538355479,71.22675986185946,70.32963019268362,71.1504135131836,11744900,0.0,0.0,0.0
2024-02-23 00:00:00-05:00,71.1885959977848,71.73261025052413,71.0645267873176,71.36993408203125,12548300,0.0,0.0,0.0
2024-02-26 00:00:00-05:00,71.38901779370215,71.40810256174278,70.9786261067359,71.08361053466797,11806000,0.0,0.0,0.0
2024-02-27 00:00:00-05:00,71.01680092633396,71.13132409432268,70.89272445236857,71.09314727783203,8294300,0.0,0.0,0.0
2024-02-28 00:00:00-05:00,71.04543306346955,71.23630986805351,70.86409500207643,71.16950225830078,6768700,0.0,0.0,0.0
2024-02-29 00:00:00-05:00,71.38902277361458,71.4940072088701,70.9213621869368,71.05497741699219,14083400,0.0,0.0,0.0
2024-03-01 00:00:00-05:00,70.86409134125188,71.14086779063877,70.56823012498585,71.06451416015625,15512500,0.0,0.0,0.0
2024-03-04 00:00:00-05:00,70.78774234214568,71.17904926285807,70.76865757401788,71.12178039550781,15912700,0.0,0.0,0.0
2024-03-05 00:00:00-05:00,71.4271866917091,71.78986281459217,71.15041750943344,71.29357147216797,15708400,0.0,0.0,0.0
2024-03-06 00:00:00-05:00,71.62762122897365,72.01892088710196,71.5608136150745,71.89485168457031,11816200,0.0,0.0,0.0
2024-03-07 00:00:00-05:00,72.19071398538476,72.37205206067249,72.01892193550269,72.30524444580078,9174900,0.0,0.0,0.0
2024-03-08 00:00:00-05:00,71.81848972407093,71.95210493638777,71.47490566911819,71.73259735107422,13301600,0.0,0.0,0.0
