Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-12-04 00:00:00-05:00,76.92026495902314,77.83357135568347,76.74498969202638,77.81511688232422,6740500,0.0,0.0,0.0
2023-12-05 00:00:00-05:00,77.39997090465447,77.52912404515966,76.90180577485513,77.29849243164062,6149900,0.0,0.0,0.0
2023-12-06 00:00:00-05:00,77.6859622111961,78.21180207859817,77.01252175138744,77.06787109375,4405000,0.0,0.0,0.0
2023-12-07 00:00:00-05:00,77.1139862076382,77.52912735267402,76.7634286739285,77.28926849365234,6631500,0.0,0.0,0.0
2023-12-08 00:00:00-05:00,77.021745332119,77.35385547751808,76.37597951513165,77.16012573242188,3416900,0.0,0.0,0.0
2023-12-11 00:00:00-05:00,76.9018087140458,77.51067253708138,76.7911030015309,77.37229919433594,3143200,0.0,0.0,0.0
2023-12-12 00:00:00-05:00,77.36308141307586,77.61216049877557,76.92026554721932,77.32617950439453,3158400,0.0,0.0,0.0
2023-12-13 00:00:00-05:00,77.43687224204723,80.56423633546703,77.22468806229882,80.2874755859375,5649600,0.0,0.0,0.0
2023-12-14 00:00:00-05:00,81.78197928514648,83.11041271841927,81.77275204900516,82.60302734375,6918500,0.0,0.0,0.0
2023-12-15 00:00:00-05:00,82.40929129040411,82.45541339093329,80.85021930315912,81.44063568115234,7666400,0.0,0.0,0.0
2023-12-18 00:00:00-05:00,81.82809594617798,81.89267251823381,81.16388279288316,81.25613403320312,6353800,0.0,0.0,0.0
2023-12-19 00:00:00-05:00,81.6436054068552,82.10486871423856,81.56980158847718,81.87423706054688,5786900,0.0,0.0,0.0
2023-12-20 00:00:00-05:00,81.95726125169108,82.52923028785725,80.822557454575,80.8779067993164,6072600,0.0,0.0,0.0
2023-12-21 00:00:00-05:00,81.5764488650238,81.80058365384478,80.71725957027965,81.59513092041016,4430000,1.068,0.0,0.0
2023-12-22 00:00:00-05:00,81.91266632080078,82.56640297556653,81.50174654495474,81.91266632080078,5100300,0.0,0.0,0.0
