Entry,Exit,Type,Entry_Price,Exit_Price,PnL%,Bars,Entry_Distance,Entry_RSI,Date,Hour
2025-09-11 09:45:00-04:00,2025-09-11 13:00:00-04:00,Long,33.81999969482422,33.85499954223633,0.10348860948530914,13,-1.5964833477345441,31.63385218549678,2025-09-11,9
2025-09-12 10:15:00-04:00,2025-09-12 13:30:00-04:00,Long,33.380001068115234,33.349998474121094,-0.08988194438016144,13,-1.0763180024449517,24.224810694404937,2025-09-12,10
2025-09-15 12:45:00-04:00,2025-09-16 09:30:00-04:00,Short,33.85499954223633,34.13999938964844,-0.8418249926618767,13,1.130597757948327,70.53530754420963,2025-09-15,12
2025-09-16 09:45:00-04:00,2025-09-16 12:15:00-04:00,Short,34.22999954223633,34.15999984741211,0.20449808869511163,10,1.2584222610141254,75.55143154218904,2025-09-16,9
2025-09-17 14:15:00-04:00,2025-09-17 14:30:00-04:00,Long,33.488800048828125,33.959999084472656,1.4070346950547723,1,-1.4413364002282743,33.40257064028154,2025-09-17,14
2025-09-17 15:00:00-04:00,2025-09-17 15:15:00-04:00,Long,33.47999954223633,32.95500183105469,-1.568093543488062,1,-1.2987570320191022,38.863682327004575,2025-09-17,15
2025-09-17 15:30:00-04:00,2025-09-18 12:15:00-04:00,Long,33.01499938964844,32.86000061035156,-0.4694798793347048,13,-2.371720033223697,32.60888777136276,2025-09-17,15
2025-09-19 10:30:00-04:00,2025-09-19 12:15:00-04:00,Short,33.47999954223633,33.22999954223633,0.746714466601516,7,1.288785036800655,62.14371888238982,2025-09-19,10
2025-09-22 15:45:00-04:00,2025-09-23 12:30:00-04:00,Short,33.775001525878906,34.04499816894531,-0.7993978708173582,13,1.0441007518072607,77.7449942880633,2025-09-22,15
2025-09-23 13:30:00-04:00,2025-09-23 15:45:00-04:00,Short,34.560001373291016,34.2599983215332,0.8680643513795219,9,1.634134092753417,82.36757211298254,2025-09-23,13
2025-09-24 15:45:00-04:00,2025-09-25 09:30:00-04:00,Long,33.84000015258789,34.744998931884766,2.6743462624590615,1,-1.1900546410977086,37.457136303704175,2025-09-24,15
2025-09-25 11:45:00-04:00,2025-09-25 13:00:00-04:00,Long,33.560001373291016,33.88999938964844,0.9833075174426343,5,-1.4761356143845656,39.30864791124828,2025-09-25,11
2025-09-25 13:45:00-04:00,2025-09-26 09:30:00-04:00,Short,34.505001068115234,33.91999816894531,1.695414812522643,9,1.5432674865668774,61.61602810115314,2025-09-25,13
2025-09-26 12:15:00-04:00,2025-09-26 15:30:00-04:00,Long,33.584999084472656,33.29499816894531,-0.8634834700990652,13,-1.4756672447646124,38.48657530038744,2025-09-26,12
2025-09-26 15:45:00-04:00,2025-09-29 11:00:00-04:00,Long,32.875,33.17499923706055,0.9125452077887357,7,-1.8507880247215835,23.815469447830175,2025-09-26,15
2025-10-02 10:45:00-04:00,2025-10-02 13:00:00-04:00,Short,33.40959930419922,33.13999938964844,0.8069534510008192,9,1.2178061610396853,68.41313194853666,2025-10-02,10
2025-10-07 09:45:00-04:00,2025-10-07 11:00:00-04:00,Long,32.88999938964844,33.279998779296875,1.1857689172569068,5,-1.134935443820687,31.057166797476132,2025-10-07,9
2025-10-07 11:45:00-04:00,2025-10-07 15:00:00-04:00,Short,33.68000030517578,33.685001373291016,-0.01484877692968974,13,1.2618358525249667,67.75673551660543,2025-10-07,11
2025-10-08 11:15:00-04:00,2025-10-08 14:15:00-04:00,Long,33.25,33.32500076293945,0.2255662043291823,12,-1.0767905422912454,38.58211091201763,2025-10-08,11
2025-10-09 10:30:00-04:00,2025-10-09 11:00:00-04:00,Short,33.71500015258789,33.30500030517578,1.2160754725093446,2,1.212828504435584,66.27012604896993,2025-10-09,10
2025-10-09 13:15:00-04:00,2025-10-09 13:45:00-04:00,Short,33.7400016784668,33.470001220703125,0.8002384242203189,2,1.0130849267761235,61.23991208093915,2025-10-09,13
2025-10-10 11:00:00-04:00,2025-10-10 11:15:00-04:00,Short,34.2400016784668,35.849998474121094,-4.702093214752405,1,2.3258403119426103,68.6534776622594,2025-10-10,11
2025-10-10 11:30:00-04:00,2025-10-10 12:15:00-04:00,Short,35.709999084472656,36.31999969482422,-1.7082067375823642,3,6.047023819294553,78.90973544955521,2025-10-10,11
