,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_λ,Exit_λ
29,-25,82,83,164.02000427246094,170.07000732421875,,159.96480468750002,-167.9545768737793,16.704500579833983,-0.040959534812542206,2024-04-03 00:00:00-04:00,2024-04-04 00:00:00-04:00,1 days 00:00:00,,164.28699951171876,165.33300018310547
30,-24,85,85,169.33999633789062,169.33999633789062,,158.30399414062498,-16.2566396484375,16.2566396484375,-0.004,2024-04-08 00:00:00-04:00,2024-04-08 00:00:00-04:00,0 days 00:00:00,,159.20749053955078,159.20749053955078
31,23,86,88,172.91000366210938,169.52039581298828,169.52039581298828,179.89919555664062,-93.7127789056396,15.751798375854491,-0.023564100177994138,2024-04-09 00:00:00-04:00,2024-04-11 00:00:00-04:00,2 days 00:00:00,,169.28949203491212,169.05399551391602
32,-26,91,91,156.74000549316406,155.02079589843748,164.70959564208985,155.02079589843748,28.487887790527758,16.21156167236328,0.0069904807550307865,2024-04-16 00:00:00-04:00,2024-04-16 00:00:00-04:00,0 days 00:00:00,,156.3594970703125,156.3594970703125
33,-27,94,95,148.97000122070312,140.55999755859375,152.92859252929688,143.93279296875,211.4354789428711,15.634619934082032,0.052567252469502355,2024-04-19 00:00:00-04:00,2024-04-22 00:00:00-04:00,3 days 00:00:00,,148.00499267578124,144.4540023803711
34,-29,96,96,143.3300018310547,144.89100311279296,144.89100311279296,136.36800292968752,-61.98585545715302,16.716818286743163,-0.014912741675294258,2024-04-23 00:00:00-04:00,2024-04-23 00:00:00-04:00,0 days 00:00:00,,138.94800338745117,138.94800338745117
35,26,98,98,158.9600067138672,158.88740478515624,158.88740478515624,168.61520507812503,-18.41571554443398,16.52806539794922,-0.004455817323812453,2024-04-25 00:00:00-04:00,2024-04-25 00:00:00-04:00,0 days 00:00:00,,156.37700119018555,156.37700119018555
36,24,99,99,168.85000610351562,166.77639282226562,166.77639282226562,176.9871923828125,-65.87678589843762,16.1100671484375,-0.016256239146469405,2024-04-26 00:00:00-04:00,2024-04-26 00:00:00-04:00,0 days 00:00:00,,163.29399032592772,163.29399032592772
37,22,101,101,186.97999572753906,186.97999572753906,,201.81200317382815,-16.454239624023437,16.454239624023437,-0.004,2024-04-30 00:00:00-04:00,2024-04-30 00:00:00-04:00,0 days 00:00:00,,186.16850204467772,186.16850204467772
38,-22,102,105,182.0,186.9455987548828,186.9455987548828,175.948798828125,-125.03677895263664,16.233606345214845,-0.03122796677138776,2024-05-01 00:00:00-04:00,2024-05-06 00:00:00-04:00,5 days 00:00:00,,178.81949844360352,177.6920021057129
39,-23,107,107,171.58999633789062,170.69759765624997,181.36619750976564,170.69759765624997,4.779940354004639,15.745229323730468,0.0012111632268068028,2024-05-08 00:00:00-04:00,2024-05-08 00:00:00-04:00,0 days 00:00:00,,174.58699722290038,174.58699722290038
40,-34,110,110,170.0,170.80125122070314,170.80125122070314,163.8075012207031,-50.41702658691445,23.174485083007816,-0.008722668959673715,2024-05-13 00:00:00-04:00,2024-05-13 00:00:00-04:00,0 days 00:00:00,,165.54950256347655,165.54950256347655
41,40,111,111,174.5,175.8094970703125,169.9302505493164,175.8094970703125,24.355123046874546,28.024759765625,0.0034892726428185994,2024-05-14 00:00:00-04:00,2024-05-14 00:00:00-04:00,0 days 00:00:00,,168.37000274658203,168.37000274658203
42,22,112,112,179.89999389648438,173.99900299072266,173.99900299072266,184.65200317382812,-145.39335578979487,15.57155586303711,-0.03673590396750584,2024-05-15 00:00:00-04:00,2024-05-15 00:00:00-04:00,0 days 00:00:00,,174.5690040588379,174.5690040588379
43,-38,113,114,174.10000610351562,176.05950355529785,176.05950355529785,169.85100936889648,-101.07302590179444,26.612122734069825,-0.015277520837755593,2024-05-16 00:00:00-04:00,2024-05-17 00:00:00-04:00,1 days 00:00:00,,170.20050582885742,172.44199600219727
44,42,115,115,177.55999755859375,176.03899650573732,176.03899650573732,180.30202713012693,-93.58435972137403,29.70231550140381,-0.012548992293434775,2024-05-20 00:00:00-04:00,2024-05-20 00:00:00-04:00,0 days 00:00:00,,173.6760040283203,173.6760040283203
45,21,117,117,182.85000610351562,182.85000610351562,,194.06400634765623,-15.359400512695313,15.359400512695313,-0.004,2024-05-22 00:00:00-04:00,2024-05-22 00:00:00-04:00,0 days 00:00:00,,179.9065071105957,179.9065071105957
46,-22,119,119,174.83999633789062,177.21480560302734,177.21480560302734,166.7904052734375,-67.73621511840821,15.490411285400391,-0.017609922978197298,2024-05-24 00:00:00-04:00,2024-05-24 00:00:00-04:00,0 days 00:00:00,,168.9880058288574,168.9880058288574
47,25,120,120,176.39999389648438,176.1160053253174,176.1160053253174,185.4880058288574,-24.72551424026475,17.625799961090088,-0.00560669276548257,2024-05-28 00:00:00-04:00,2024-05-28 00:00:00-04:00,0 days 00:00:00,,175.74750213623048,175.74750213623048
48,40,123,123,178.5,177.35050277709962,177.35050277709962,181.6689743041992,-74.44792913818314,28.46804022216797,-0.010426880831678262,2024-05-31 00:00:00-04:00,2024-05-31 00:00:00-04:00,0 days 00:00:00,,174.78049697875977,174.78049697875977
49,39,125,125,174.77999877929688,174.33049682922365,174.33049682922365,178.67583516438802,-44.76119471032045,27.230618657464603,-0.006566672098101768,2024-06-04 00:00:00-04:00,2024-06-04 00:00:00-04:00,0 days 00:00:00,,171.8074966430664,171.8074966430664
50,40,128,128,176.1300048828125,176.10549697875976,176.10549697875976,181.60901336669923,-29.15915631103538,28.17884014892578,-0.004138868378848339,2024-06-07 00:00:00-04:00,2024-06-07 00:00:00-04:00,0 days 00:00:00,,174.09000244140626,174.09000244140626
51,-28,130,130,173.9199981689453,168.48349075317384,176.4432445526123,168.48349075317384,133.04761226196257,19.174595379638674,0.02732118495833611,2024-06-11 00:00:00-04:00,2024-06-11 00:00:00-04:00,0 days 00:00:00,,170.81998825073242,170.81998825073242
52,20,132,132,188.38999938964844,188.38999938964844,173.74419342041014,184.38159301757815,-15.071199951171875,15.071199951171875,-0.004,2024-06-13 00:00:00-04:00,2024-06-13 00:00:00-04:00,0 days 00:00:00,,171.37749328613282,171.37749328613282
53,20,135,135,186.55999755859375,183.69120239257813,183.69120239257813,194.93760253906248,-72.1859513183592,14.810047998046876,-0.019346578115088046,2024-06-18 00:00:00-04:00,2024-06-18 00:00:00-04:00,0 days 00:00:00,,180.9445037841797,180.9445037841797
54,-38,137,137,182.3000030517578,183.53175010681153,183.53175010681153,177.6465217590332,-74.6096013320925,27.80321324005127,-0.010770216832159937,2024-06-21 00:00:00-04:00,2024-06-21 00:00:00-04:00,0 days 00:00:00,,178.51750564575195,178.51750564575195
55,-38,138,138,184.97000122070312,184.97000122070312,,181.06125704447427,-28.115440185546877,28.115440185546877,-0.004,2024-06-24 00:00:00-04:00,2024-06-24 00:00:00-04:00,0 days 00:00:00,,181.21699752807618,181.21699752807618
56,24,140,140,186.5399932861328,193.4525146484375,184.2987518310547,193.4525146484375,147.66087231445312,18.239640380859374,0.03298239824099379,2024-06-26 00:00:00-04:00,2024-06-26 00:00:00-04:00,0 days 00:00:00,,184.07200241088867,184.07200241088867
57,19,141,143,195.1699981689453,204.224794921875,192.44259521484375,204.224794921875,156.86413616821292,15.177002137451172,0.042301620352537025,2024-06-27 00:00:00-04:00,2024-07-01 00:00:00-04:00,4 days 00:00:00,,190.0999984741211,193.51300354003905
58,17,144,144,218.88999938964844,218.88999938964844,205.6628005981445,218.25440063476566,-14.884519958496094,14.884519958496094,-0.004,2024-07-02 00:00:00-04:00,2024-07-02 00:00:00-04:00,0 days 00:00:00,,203.05100631713867,203.05100631713867
59,16,145,145,234.55999755859375,240.51039428710936,226.63479461669922,240.51039428710936,80.00409511718732,15.2022525390625,0.02131759889524687,2024-07-03 00:00:00-04:00,2024-07-03 00:00:00-04:00,0 days 00:00:00,,223.9779914855957,223.9779914855957
60,15,146,147,249.80999755859375,256.2455993652344,241.46219940185546,256.2455993652344,81.35235919189488,15.181667907714845,0.021710462614775355,2024-07-05 00:00:00-04:00,2024-07-08 00:00:00-04:00,3 days 00:00:00,,238.63499603271484,246.06951065063475
61,15,149,150,262.79998779296875,257.0833868408203,257.0833868408203,272.82318603515625,-101.34551552124027,15.596501239013673,-0.02570916291951512,2024-07-10 00:00:00-04:00,2024-07-11 00:00:00-04:00,1 days 00:00:00,,253.90949630737305,257.9085037231445
62,-16,151,151,235.8000030517578,245.8505987548828,245.8505987548828,231.388798828125,-176.22235050781245,15.412819257812501,-0.04670863767682293,2024-07-12 00:00:00-04:00,2024-07-12 00:00:00-04:00,0 days 00:00:00,,223.7874954223633,223.7874954223633
63,-19,154,154,252.72999572753906,251.3685817718506,260.52877360153195,251.3685817718506,6.711119213104247,19.155745944976807,0.0013976053759384441,2024-07-17 00:00:00-04:00,2024-07-17 00:00:00-04:00,0 days 00:00:00,,249.5090019226074,249.5090019226074
64,-16,155,155,251.08999633789062,253.03449974060058,253.03449974060058,239.43100051879884,-47.244038317871,16.131983874511718,-0.011759737297114214,2024-07-18 00:00:00-04:00,2024-07-18 00:00:00-04:00,0 days 00:00:00,,241.74049530029296,241.74049530029296
65,-15,157,157,244.2100067138672,244.2100067138672,,229.63199707031248,-14.652600402832032,14.652600402832032,-0.004,2024-07-22 00:00:00-04:00,2024-07-22 00:00:00-04:00,0 days 00:00:00,,232.26449661254884,232.26449661254884
66,14,158,158,253.60000610351562,246.47979461669922,246.47979461669922,261.57039428710937,-113.68519523559564,14.002234420166017,-0.032020389955914365,2024-07-23 00:00:00-04:00,2024-07-23 00:00:00-04:00,0 days 00:00:00,,246.30699081420897,246.30699081420897
67,-17,160,160,216.8000030517578,220.30980560302734,220.30980560302734,207.3504052734375,-74.5283768658447,14.861733494262696,-0.02022150418297043,2024-07-25 00:00:00-04:00,2024-07-25 00:00:00-04:00,0 days 00:00:00,,209.78600616455077,209.78600616455077
68,15,163,163,232.25,227.4580059814453,227.4580059814453,241.38400634765628,-85.67115045776391,13.79124017944336,-0.024591647063584916,2024-07-30 00:00:00-04:00,2024-07-30 00:00:00-04:00,0 days 00:00:00,,226.8365020751953,226.8365020751953
69,-16,164,164,227.89999389648438,227.89999389648438,,213.7151953125,-14.585599609375,14.585599609375,-0.004,2024-07-31 00:00:00-04:00,2024-07-31 00:00:00-04:00,0 days 00:00:00,,215.79449310302735,215.79449310302735
70,16,165,165,227.69000244140625,227.42860717773436,227.42860717773436,241.35280761718752,-18.746119726562682,14.5637955078125,-0.005145735299518355,2024-08-01 00:00:00-04:00,2024-08-01 00:00:00-04:00,0 days 00:00:00,,227.73050765991212,227.73050765991212
71,-16,166,166,214.8800048828125,208.1856005859375,221.1972006225586,208.1856005859375,93.57236937500011,13.538099375,0.02721646013144371,2024-08-02 00:00:00-04:00,2024-08-02 00:00:00-04:00,0 days 00:00:00,,207.2130043029785,207.2130043029785
72,-18,168,168,200.75,202.85760498046875,202.85760498046875,190.9248046875,-52.46676342773438,14.529873779296874,-0.014519652256187683,2024-08-06 00:00:00-04:00,2024-08-06 00:00:00-04:00,0 days 00:00:00,,186.84600219726562,186.84600219726562
73,-18,170,170,195.6999969482422,195.6999969482422,,184.0895947265625,-14.090399780273438,14.090399780273438,-0.004,2024-08-08 00:00:00-04:00,2024-08-08 00:00:00-04:00,0 days 00:00:00,,185.15448913574218,185.15448913574218
74,19,171,172,197.0500030517578,195.0627471923828,195.0627471923828,206.39449462890627,-52.65814583740256,14.900284509277343,-0.014064863318653809,2024-08-09 00:00:00-04:00,2024-08-12 00:00:00-04:00,3 days 00:00:00,,194.07699432373047,196.82649765014648
75,17,174,174,207.38999938964844,203.6734017944336,203.6734017944336,216.14320190429686,-77.15831475891099,13.976155640258789,-0.021884972327212104,2024-08-14 00:00:00-04:00,2024-08-14 00:00:00-04:00,0 days 00:00:00,,201.54349746704102,201.54349746704102
76,16,176,177,211.14999389648438,222.70559936523438,209.85719940185547,222.70559936523438,171.00630851562505,13.883378984375,0.05061754483150156,2024-08-16 00:00:00-04:00,2024-08-19 00:00:00-04:00,3 days 00:00:00,,208.05700073242187,211.1699951171875
77,17,178,180,224.8800048828125,218.5949951171875,218.5949951171875,230.9700134277344,-121.92331601562509,15.07815,-0.03189238531617073,2024-08-20 00:00:00-04:00,2024-08-22 00:00:00-04:00,2 days 00:00:00,,217.83050155639648,220.08000259399415
78,-16,181,181,214.4600067138672,214.87320373535155,214.87320373535155,202.23360351562502,-20.349815078124838,13.738662734375001,-0.005930539040221756,2024-08-23 00:00:00-04:00,2024-08-23 00:00:00-04:00,0 days 00:00:00,,202.69600601196288,202.69600601196288
79,16,182,182,218.75,215.91360717773438,215.91360717773438,229.1328076171875,-59.29152058593746,13.9092354296875,-0.016940434453124993,2024-08-26 00:00:00-04:00,2024-08-26 00:00:00-04:00,0 days 00:00:00,,216.3215133666992,216.3215133666992
80,-16,183,184,213.25,204.68160644531247,217.47420684814455,204.68160644531247,123.72048546875051,13.373811406249999,0.03626040019599957,2024-08-27 00:00:00-04:00,2024-08-28 00:00:00-04:00,1 days 00:00:00,,208.7660057067871,204.41400604248048
81,16,187,187,215.25999450683594,209.82780059814453,209.82780059814453,222.67440063476562,-100.51791198242182,13.602809443359376,-0.02918503047114895,2024-09-03 00:00:00-04:00,2024-09-03 00:00:00-04:00,0 days 00:00:00,,209.96299591064454,209.96299591064454
82,16,189,189,223.49000549316406,228.18640380859375,215.0218035888672,228.18640380859375,60.68872794921879,14.45364509765625,0.016971879742256238,2024-09-05 00:00:00-04:00,2024-09-05 00:00:00-04:00,0 days 00:00:00,,213.00250701904298,213.00250701904298
83,15,190,190,232.60000610351562,225.5665982055664,225.5665982055664,239.37679809570312,-119.24611659851072,13.74499812927246,-0.03417773386914462,2024-09-06 00:00:00-04:00,2024-09-06 00:00:00-04:00,0 days 00:00:00,,223.15749816894532,223.15749816894532
84,-16,191,191,216.1999969482422,216.1999969482422,,202.3007958984375,-13.8367998046875,13.8367998046875,-0.004,2024-09-09 00:00:00-04:00,2024-09-09 00:00:00-04:00,0 days 00:00:00,,198.03048934936524,198.03048934936524
85,15,193,193,224.5500030517578,221.6465982055664,221.6465982055664,235.21679809570315,-56.93697073059104,13.385898037719727,-0.016904021363255847,2024-09-11 00:00:00-04:00,2024-09-11 00:00:00-04:00,0 days 00:00:00,,221.90200119018556,221.90200119018556
86,-28,194,194,224.66000366210938,230.66843314285273,230.66843314285273,225.45866533915202,-193.73441792189195,25.498392461077877,-0.0307980336578274,2024-09-12 00:00:00-04:00,2024-09-12 00:00:00-04:00,0 days 00:00:00,,221.71150588989258,221.71150588989258
87,14,200,200,241.52000427246094,239.0415982055664,239.0415982055664,253.67679809570313,-48.15340980590827,13.455724869384765,-0.014241177587801069,2024-09-20 00:00:00-04:00,2024-09-20 00:00:00-04:00,0 days 00:00:00,,237.25949783325194,237.25949783325194
88,13,202,204,254.0800018310547,260.6000061035156,245.0,260.0,71.37837533569336,13.381680206298828,0.021609903247098834,2024-09-24 00:00:00-04:00,2024-09-26 00:00:00-04:00,2 days 00:00:00,,245.5559989929199,254.39649505615233
89,20,206,206,259.0400085449219,257.0305015563965,257.0305015563965,267.31897125244143,-60.832960174560775,20.642820404052735,-0.011742000881692215,2024-09-30 00:00:00-04:00,2024-09-30 00:00:00-04:00,0 days 00:00:00,,256.8409820556641,256.8409820556641
90,-14,209,209,244.47999572753906,239.51754150390627,253.77123565673827,239.51754150390627,55.92242808837859,13.55193104248047,0.01633859300955453,2024-10-03 00:00:00-04:00,2024-10-03 00:00:00-04:00,0 days 00:00:00,,243.70700225830078,243.70700225830078
91,-13,210,210,246.69000244140625,246.69000244140625,,231.03360351562497,-12.827880126953126,12.827880126953126,-0.004,2024-10-04 00:00:00-04:00,2024-10-04 00:00:00-04:00,0 days 00:00:00,,234.07100601196288,234.07100601196288
92,13,211,211,249.0,245.0784017944336,245.0784017944336,260.08320190429686,-63.826815119018434,12.846038446655275,-0.019717891603033142,2024-10-07 00:00:00-04:00,2024-10-07 00:00:00-04:00,0 days 00:00:00,,246.5709991455078,246.5709991455078
93,-13,212,212,243.55999755859375,245.6466018676758,245.6466018676758,231.19680175781247,-39.84522760314964,12.719371585083008,-0.01258424018171227,2024-10-08 00:00:00-04:00,2024-10-08 00:00:00-04:00,0 days 00:00:00,,235.80849914550782,235.80849914550782
94,-26,214,214,241.80999755859375,237.25751419067382,242.9462474822998,237.25751419067382,93.45305695495635,24.911510610961912,0.014864349616274364,2024-10-10 00:00:00-04:00,2024-10-10 00:00:00-04:00,0 days 00:00:00,,236.6940040588379,236.6940040588379
95,29,215,215,220.1300048828125,220.1300048828125,,241.77600288391113,-25.53508056640625,25.53508056640625,-0.004,2024-10-11 00:00:00-04:00,2024-10-11 00:00:00-04:00,0 days 00:00:00,,233.02250595092772,233.02250595092772
96,-15,216,217,220.1300048828125,222.15600311279297,222.15600311279297,209.0880029296875,-43.658553689575264,13.268580239868164,-0.013222051430567707,2024-10-14 00:00:00-04:00,2024-10-15 00:00:00-04:00,1 days 00:00:00,,212.87200775146485,214.66650466918946
97,-28,219,219,221.58999633789062,218.91550738016764,223.7205039955139,218.91550738016764,50.21738260803233,24.668308208211265,0.00809367742193598,2024-10-17 00:00:00-04:00,2024-10-17 00:00:00-04:00,0 days 00:00:00,,219.19049377441405,219.19049377441405
98,-16,224,224,244.67999267578125,244.67999267578125,,206.63798294067385,-15.65951953125,15.65951953125,-0.004,2024-10-24 00:00:00-04:00,2024-10-24 00:00:00-04:00,0 days 00:00:00,,210.014493560791,210.014493560791
99,13,225,226,256.010009765625,270.89921142578123,255.27041076660157,270.89921142578123,179.85998183105445,13.699639750976562,0.05404235260347666,2024-10-25 00:00:00-04:00,2024-10-28 00:00:00-04:00,3 days 00:00:00,,249.7715103149414,261.3965118408203
100,20,228,228,258.0400085449219,256.0387046951294,256.0387046951294,263.54584477742515,-60.58922552545133,20.563148529602053,-0.011740277383168567,2024-10-30 00:00:00-04:00,2024-10-30 00:00:00-04:00,0 days 00:00:00,,254.31147994995118,254.31147994995118
101,-13,230,231,252.0399932861328,239.856005859375,254.84700622558594,239.856005859375,145.6025405700685,12.789295977783203,0.044438167460794924,2024-11-01 00:00:00-04:00,2024-11-04 00:00:00-05:00,3 days 01:00:00,,244.07500610351562,244.92649841308594
102,-16,232,232,247.33999633789062,247.33999633789062,,234.61349487304688,-15.829759765625,15.829759765625,-0.004,2024-11-05 00:00:00-05:00,2024-11-05 00:00:00-05:00,0 days 00:00:00,,237.3290023803711,237.3290023803711
103,12,233,233,284.6700134277344,284.6700134277344,246.41120239257813,261.4976025390625,-13.66416064453125,13.66416064453125,-0.004,2024-11-06 00:00:00-05:00,2024-11-06 00:00:00-05:00,0 days 00:00:00,,246.4515068054199,246.4515068054199
104,12,234,235,288.8900146484375,300.0711987304687,282.75939880371095,300.0711987304687,120.03913986328092,14.13506912109375,0.03462654002578387,2024-11-07 00:00:00-05:00,2024-11-08 00:00:00-05:00,1 days 00:00:00,,280.8464981079102,289.08349761962893
105,10,236,236,346.29998779296875,346.29998779296875,314.79560119628906,334.06880126953126,-13.85199951171875,13.85199951171875,-0.004,2024-11-11 00:00:00-05:00,2024-11-11 00:00:00-05:00,0 days 00:00:00,,304.1425079345703,304.1425079345703
106,10,237,237,342.739990234375,342.739990234375,,364.0,-13.709599609375001,13.709599609375001,-0.004,2024-11-12 00:00:00-05:00,2024-11-12 00:00:00-05:00,0 days 00:00:00,,337.54799194335936,337.54799194335936
107,-10,238,238,335.8500061035156,335.8500061035156,,315.35039062499993,-13.434000244140625,13.434000244140625,-0.004,2024-11-13 00:00:00-05:00,2024-11-13 00:00:00-05:00,0 days 00:00:00,,316.0984909057617,316.0984909057617
108,-11,240,240,310.57000732421875,317.4035925292969,317.4035925292969,298.73279296875,-88.98485645263669,13.815419196777345,-0.02604737165215098,2024-11-15 00:00:00-05:00,2024-11-15 00:00:00-05:00,0 days 00:00:00,,300.3944839477539,300.3944839477539
109,10,242,245,335.760009765625,352.28958984375004,331.9651904296875,352.28958984375004,151.53480878906285,13.7609919921875,0.045131881219219946,2024-11-19 00:00:00-05:00,2024-11-22 00:00:00-05:00,3 days 00:00:00,,328.5430023193359,332.6495193481445
110,9,246,246,360.1400146484375,345.50879760742185,345.50879760742185,366.66239746093754,-144.38263198974627,12.70167862060547,-0.04454521578555435,2024-11-25 00:00:00-05:00,2024-11-25 00:00:00-05:00,0 days 00:00:00,,339.45350494384763,339.45350494384763
111,-10,247,247,341.0,345.36179626464843,345.36179626464843,325.046396484375,-57.3451985717773,13.72723592529297,-0.016816773774714827,2024-11-26 00:00:00-05:00,2024-11-26 00:00:00-05:00,0 days 00:00:00,,325.53850708007815,325.53850708007815
112,9,250,250,352.3800048828125,358.9664038085938,338.2568035888672,358.9664038085938,46.47335497558622,12.804235356445314,0.014653799979700156,2024-12-02 00:00:00-05:00,2024-12-02 00:00:00-05:00,0 days 00:00:00,,339.2199935913086,339.2199935913086
113,9,251,251,351.79998779296875,349.9481964111328,349.9481964111328,371.37359619140625,-29.297589752197265,12.631467315673827,-0.009253234403634583,2024-12-03 00:00:00-05:00,2024-12-03 00:00:00-05:00,0 days 00:00:00,,352.22249298095704,352.22249298095704
114,-18,252,252,353.0,354.6562446594238,354.6562446594238,344.9475509643555,-55.288028677367755,25.47562480773926,-0.00870129503893103,2024-12-04 00:00:00-05:00,2024-12-04 00:00:00-05:00,0 days 00:00:00,,347.30051879882814,347.30051879882814
115,15,253,253,359.8699951171875,366.8304565429687,353.4797607421875,366.8304565429687,82.60590783691339,21.801013549804686,0.0153029166009453,2024-12-05 00:00:00-05:00,2024-12-05 00:00:00-05:00,0 days 00:00:00,,352.7049926757812,352.7049926757812
116,9,254,254,377.4200134277344,384.26958984375005,362.1001904296875,384.26958984375005,47.935774885254396,13.71041285888672,0.014112121827086137,2024-12-06 00:00:00-05:00,2024-12-06 00:00:00-05:00,0 days 00:00:00,,360.72849426269534,360.72849426269534
117,8,255,255,397.6099853515625,381.43560119628904,381.43560119628904,404.7888012695313,-141.8598026269533,12.464729384765626,-0.04459766097848446,2024-12-09 00:00:00-05:00,2024-12-09 00:00:00-05:00,0 days 00:00:00,,378.9404998779297,378.9404998779297
118,8,258,258,424.8399963378906,416.27458923339844,416.27458923339844,441.76078857421874,-81.98109020507808,13.457833369140626,-0.024121166472010847,2024-12-12 00:00:00-05:00,2024-12-12 00:00:00-05:00,0 days 00:00:00,,412.3949890136719,412.3949890136719
119,7,260,260,441.0899963378906,453.6792114257813,427.5054107666015,453.6792114257813,75.59773670654344,12.526768908691407,0.024484066204236533,2024-12-16 00:00:00-05:00,2024-12-16 00:00:00-05:00,0 days 00:00:00,,424.90551300048827,424.90551300048827
