Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_λ,Exit_λ,Entry_SMA(20),Exit_SMA(20),Entry_RSI(14),Exit_RSI(14)
-117,37,38,80.6881103515625,80.94469440284982,80.94469440284982,78.93085485545986,-67.84241031314886,37.82207631253249,-0.007186308593294796,2024-01-29 00:00:00-05:00,2024-01-30 00:00:00-05:00,1 days 00:00:00,,78.25957500632987,80.21239950382898,77.37196578979493,77.61190414428711,70.03416784603009,70.90585011525576
-116,38,39,80.94759368896484,81.16382119929602,81.16382119929602,80.45025492769574,-62.692239452493396,37.609848254076525,-0.006676546089613656,2024-01-30 00:00:00-05:00,2024-01-31 00:00:00-05:00,1 days 00:00:00,,80.21239950382898,80.3767446970851,77.61190414428711,77.80215606689453,70.90585011525576,70.65977026716317
-115,39,40,80.91874694824219,81.51844268084459,81.51844268084459,80.66216919302497,-106.32556286396581,37.360553614689955,-0.011425907428496692,2024-01-31 00:00:00-05:00,2024-02-01 00:00:00-05:00,1 days 00:00:00,,80.3767446970851,80.36904117473604,77.80215606689453,78.12431373596192,70.65977026716317,76.32072910292162
-114,44,45,80.59200286865234,80.92068271720338,80.92068271720338,80.25468549686705,-74.29439504839289,36.824892313575106,-0.008086475041262848,2024-02-07 00:00:00-05:00,2024-02-08 00:00:00-05:00,1 days 00:00:00,,80.03268642342162,80.22729057336434,78.92578620910645,79.12704238891601,60.691364264902795,62.39624188688332
-112,53,54,81.9854965209961,82.06863285438577,82.06863285438577,80.93485700420361,-46.059394319729094,36.748124980085535,-0.00501606515287894,2024-02-21 00:00:00-05:00,2024-02-22 00:00:00-05:00,1 days 00:00:00,,80.55693172080954,81.62607101006714,80.45649604797363,80.74096145629883,66.16635117789404,69.10313451154136
-110,55,58,82.88886260986328,83.46788528599346,83.46788528599346,82.2389653770228,-100.29097891140823,36.59848453708848,-0.010999501539950069,2024-02-23 00:00:00-05:00,2024-02-28 00:00:00-05:00,5 days 00:00:00,,81.82932540736591,82.59862736543619,80.98266067504883,81.38389053344727,70.11529288951662,72.03456794016503
-108,58,59,83.42704772949219,83.49431747352709,,82.82062639634114,-43.32014723962165,36.05501488385217,-0.004807942811802779,2024-02-28 00:00:00-05:00,2024-02-29 00:00:00-05:00,1 days 00:00:00,,82.59862736543619,83.01476632791764,81.38389053344727,81.49537048339843,72.03456794016503,68.88815572905737
-108,60,61,83.11949920654297,83.70334260941739,83.70334260941739,82.87084761618974,-99.08882134268498,36.03373383224744,-0.011038193146790852,2024-03-01 00:00:00-05:00,2024-03-04 00:00:00-05:00,3 days 00:00:00,,82.59334928511386,82.69136154669258,81.51314888000488,81.61934204101563,68.55438244280268,70.30921047388942
-106,61,62,83.44625091552734,83.80184443090143,,82.90543037661777,-73.14950884309559,35.4565962134429,-0.008269870707139563,2024-03-04 00:00:00-05:00,2024-03-05 00:00:00-05:00,1 days 00:00:00,,82.69136154669258,82.75911273508076,81.61934204101563,81.74619903564454,70.30921047388942,69.08825662842335
-105,63,64,83.78263092041016,84.00365983014684,,83.0700266161783,-58.443156579969234,35.23512105761697,-0.006643399534284712,2024-03-06 00:00:00-05:00,2024-03-07 00:00:00-05:00,1 days 00:00:00,,82.78988691155581,83.37563228600436,81.91149635314942,82.11715660095214,71.48815999519634,75.80387513658577
-103,65,66,84.63793182373047,84.40656637640085,85.3024907213194,84.40656637640085,-10.992525554275929,34.823166629227046,-0.0012609423076748857,2024-03-08 00:00:00-05:00,2024-03-11 00:00:00-04:00,2 days 23:00:00,,84.10792492809466,84.13050834764104,82.30023231506348,82.52463302612304,74.91338478270002,75.18252238856988
-103,66,67,84.69560241699219,85.1453552998199,85.1453552998199,84.38422008568575,-81.31178422091739,34.987237289663284,-0.009320847549730043,2024-03-11 00:00:00-04:00,2024-03-12 00:00:00-04:00,1 days 00:00:00,,84.13050834764104,84.05603720063567,82.52463302612304,82.77450141906738,75.18252238856988,77.86713156734714
-101,67,68,85.30105590820312,85.45482013584277,,84.37581980881393,-50.02287395250103,34.492686960897274,-0.005806211593215507,2024-03-12 00:00:00-04:00,2024-03-13 00:00:00-04:00,1 days 00:00:00,,84.05603720063567,84.6773470498262,82.77450141906738,83.04983673095703,77.86713156734714,79.53239269069512
-100,68,69,85.72390747070312,84.98920147901465,85.92476476658005,84.98920147901465,39.32797737890361,34.14262178994356,0.0045877490351620585,2024-03-13 00:00:00-04:00,2024-03-14 00:00:00-04:00,1 days 00:00:00,,84.6773470498262,85.28519613180116,83.04983673095703,83.27279586791992,79.53239269069512,68.76808310878363
-102,70,71,85.00312042236328,85.41445576126343,85.41445576126343,84.65331441673158,-76.72139010927461,34.76518554145985,-0.008848739758376158,2024-03-15 00:00:00-04:00,2024-03-18 00:00:00-04:00,3 days 00:00:00,,84.39960063522095,84.30541264069703,83.5072868347168,83.73745346069336,69.2945518905256,67.10173077193133
-100,75,76,85.72390747070312,84.9961482847466,85.93964160189354,84.9961482847466,38.63190744456297,34.14401115108994,0.004506549991058916,2024-03-22 00:00:00-04:00,2024-03-25 00:00:00-04:00,3 days 00:00:00,,84.68165051236427,85.47019770716163,84.35827751159668,84.47792472839356,69.82868699429855,63.26313969098742
-101,77,78,85.43559265136719,86.10831249586009,,84.89499589161382,-102.59657313352312,34.65186883973991,-0.01188974785874676,2024-03-26 00:00:00-04:00,2024-03-27 00:00:00-04:00,1 days 00:00:00,,84.60428469094248,85.12902302674985,84.5975730895996,84.74845428466797,64.9127023728152,70.64487657896947
-98,79,80,86.5407943725586,86.19624667205586,86.94152154846638,86.19624667205586,-0.09078539547689957,33.85646004474444,-1.0704565323355238e-05,2024-03-28 00:00:00-04:00,2024-04-01 00:00:00-04:00,4 days 00:00:00,,85.94782171325237,86.29236735768345,84.91807670593262,85.04156951904297,71.1287378956576,60.49895687168787
-99,81,82,85.58935546875,85.3118571653755,86.144352075499,85.3118571653755,-6.366108067481328,33.83844010155685,-0.0007513098041406216,2024-04-02 00:00:00-04:00,2024-04-03 00:00:00-04:00,1 days 00:00:00,,85.034358862001,85.28278583773353,85.1487247467041,85.21455459594726,60.49895687168787,51.79416702436653
103,88,89,82.64860534667969,82.38913661486117,,83.50656543656476,-60.72305422138447,33.99777484407741,-0.00713314173020439,2024-04-11 00:00:00-04:00,2024-04-12 00:00:00-04:00,1 days 00:00:00,,82.54721763761266,82.09360873841635,84.91327171325683,84.79314308166504,37.39789057031654,36.539721291586105
102,89,90,82.50445556640625,83.10029323100102,82.09360873841635,82.92610365081136,26.992073033995254,33.78336875467109,0.0032074409216234752,2024-04-12 00:00:00-04:00,2024-04-15 00:00:00-04:00,3 days 00:00:00,,82.09360873841635,82.20317270756303,84.79314308166504,84.68358612060547,36.539721291586105,39.717816153822454
102,91,92,82.81198120117188,83.12911956523268,82.39441304177014,83.02076528087274,-1.5038714221439307,33.85198455634654,-0.00017803990748858738,2024-04-16 00:00:00-04:00,2024-04-17 00:00:00-04:00,1 days 00:00:00,,82.39441304177014,82.48955520508501,84.58267822265626,84.48561477661133,39.71781615382246,45.45945886635364
-99,96,97,85.62179565429688,86.17227719488861,86.17227719488861,84.98407472042679,-88.51289894272026,34.015226424138724,-0.010442080541033728,2024-04-23 00:00:00-04:00,2024-04-24 00:00:00-04:00,1 days 00:00:00,,84.58800722893952,85.13800834005953,84.35690498352051,84.38023071289062,62.83111865719471,64.48871309316759
-98,97,98,85.90210723876953,86.10558296853422,86.10558296853422,85.37990199717821,-53.654128797571204,33.71350728063153,-0.006373430498713194,2024-04-24 00:00:00-04:00,2024-04-25 00:00:00-04:00,1 days 00:00:00,,85.13800834005953,84.93985417512351,84.38023071289062,84.3734016418457,64.48871309316759,66.79818194798648
-97,98,99,86.30809020996094,87.96096635530142,,85.42098070694652,-194.13718307168799,33.8081969736609,-0.02318918485627702,2024-04-25 00:00:00-04:00,2024-04-26 00:00:00-04:00,1 days 00:00:00,,84.93985417512351,85.95721093721716,84.3734016418457,84.44489364624023,66.79818194798648,74.19837218159739
-92,102,103,88.83091735839844,89.54136207772203,89.54136207772203,88.50468288325813,-98.18141359401643,32.820499416246165,-0.01201371448062551,2024-05-01 00:00:00-04:00,2024-05-02 00:00:00-04:00,1 days 00:00:00,,88.15912315177016,87.9218266983496,84.91007766723632,85.2007339477539,74.13680745565753,77.24089989765974
-89,105,106,90.06816864013672,90.70321828677656,90.70321828677656,89.31565388761759,-88.69672542393656,32.17730687299057,-0.011064868260789404,2024-05-06 00:00:00-04:00,2024-05-07 00:00:00-04:00,1 days 00:00:00,,88.85313242123125,89.6162779870543,85.7552043914795,86.09039459228515,77.85750448734586,80.36668674616863
-87,111,114,91.4117431640625,90.94922729414426,92.01780517733648,90.94922729414426,8.508071823158467,31.73080885972798,0.0010698180082432214,2024-05-14 00:00:00-04:00,2024-05-17 00:00:00-04:00,3 days 00:00:00,,90.59303466641352,91.00095166164596,88.1885944366455,89.32919960021972,73.4751093426516,68.81245712752917
-88,115,116,91.23774719238281,91.66306500674033,,90.77645519064491,-69.61851061050679,32.19054294704567,-0.008670966382889982,2024-05-20 00:00:00-04:00,2024-05-21 00:00:00-04:00,1 days 00:00:00,,90.5664601859773,90.84965391779761,89.62207984924316,89.94057540893554,70.03770228032641,73.41261778344762
-84,135,136,93.77027130126953,93.80360224796539,93.80360224796539,92.21667574369309,-34.31221027872331,31.512410756271468,-0.004356164145904503,2024-06-18 00:00:00-04:00,2024-06-20 00:00:00-04:00,2 days 00:00:00,,91.68770024226899,93.0259852894444,90.63460006713868,90.72062759399414,69.7060293005403,69.22332534079743
-84,136,138,93.7122573852539,94.72719946647418,,93.39812829535697,-116.91296357359293,31.65782875109032,-0.014852069876002565,2024-06-20 00:00:00-04:00,2024-06-24 00:00:00-04:00,4 days 00:00:00,,93.0259852894444,93.527150187663,90.72062759399414,91.0961524963379,69.22332534079743,75.76486216562809
-82,141,142,94.89151000976562,94.78471160861713,95.27912567192591,94.78471160861713,-22.34943145123816,31.106900345414772,-0.0028722700488191272,2024-06-27 00:00:00-04:00,2024-06-28 00:00:00-04:00,1 days 00:00:00,,94.61990692084753,94.48215501293141,91.99364356994629,92.28894119262695,68.98738577765417,60.20759388354286
-82,147,148,94.32122802734375,93.45805224145944,94.51068384715924,93.45805224145944,39.9846124784296,30.795801964083722,0.005169750601692185,2024-07-08 00:00:00-04:00,2024-07-09 00:00:00-04:00,1 days 00:00:00,,93.10717503955951,93.8852897488994,93.02839317321778,93.18063354492188,60.559363933080746,57.07117990816247
-82,150,151,94.4952163696289,94.72720647388397,,93.93288607435801,-50.055665895251124,31.03247734633611,-0.006459956105654036,2024-07-11 00:00:00-04:00,2024-07-12 00:00:00-04:00,1 days 00:00:00,,93.72820653592306,94.0964921889752,93.53296012878418,93.76687812805176,60.46983789139525,61.91809722867693
-82,151,152,94.79486846923828,94.89394055028261,94.89394055028261,94.29585427930206,-39.23287532483619,31.108964679201428,-0.005047210959933266,2024-07-12 00:00:00-04:00,2024-07-15 00:00:00-04:00,3 days 00:00:00,,94.0964921889752,94.39082679981365,93.76687812805176,93.8872200012207,61.91809722867693,56.06671813292222
