Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Commissions [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,_strategy,_equity_curve,_trades
2023-12-04 00:00:00-05:00,2025-12-01 00:00:00-05:00,728 days,26.200000000000003,8370.432993153321,10050.005893736095,2301.6157762968364,-16.295670068466787,6.477528506023611,-8.575003208653264,5.502362573745107,-5.971632333118782,-1.5584220584752935,-2.3704715083364505,-0.5130996859729583,-16.024185064515066,-0.041911819253170696,-16.712158364301143,-8.681581794149428,616 days,316 days,67,28.35820895522388,6.579522998528195,-1.5131647166030129,-0.2848515275876373,7 days,2 days,0.4580615655038917,-0.2792960494120859,-2.237992299128058,-0.3470578511355014,WorkingCamarillaStrategy,"                                 Equity  DrawdownPct  DrawdownDuration
Date                                                                  
2023-12-04 00:00:00-05:00  10000.000000     0.000000               NaT
2023-12-05 00:00:00-05:00  10000.000000     0.000000               NaT
2023-12-06 00:00:00-05:00  10000.000000     0.000000               NaT
2023-12-07 00:00:00-05:00  10000.000000     0.000000               NaT
2023-12-08 00:00:00-05:00  10000.000000     0.000000               NaT
...                                 ...          ...               ...
2025-11-24 00:00:00-05:00   8417.717858     0.162417               NaT
2025-11-25 00:00:00-05:00   8417.717858     0.162417               NaT
2025-11-26 00:00:00-05:00   8417.717858     0.162417               NaT
2025-11-28 00:00:00-05:00   8370.432993     0.167122               NaT
2025-12-01 00:00:00-05:00   8370.432993     0.167122 615 days 01:00:00

[500 rows x 3 columns]","    Size  EntryBar  ExitBar  ...  Exit_SMA(20)  Entry_RSI(14)  Exit_RSI(14)
0    -32        33       34  ...    282.781546      63.340312     63.857322
1    -32        34       35  ...    282.990306      63.857322     56.722072
2     34        43       44  ...    282.183592      38.669871     42.916607
3     35        71       72  ...    279.977515      31.644225     40.604093
4     35        77       78  ...    276.418272      35.679537     42.888886
..   ...       ...      ...  ...           ...            ...           ...
62   -25       437      438  ...    309.264653      68.855502     69.617485
63   -25       438      439  ...    309.675064      69.617485     62.458593
64    27       462      463  ...    301.306500      33.545553     32.779148
65    27       463      464  ...    300.887001      32.779148     40.693451
66   -25       497      498  ...    304.526999      60.126341     59.159083

[67 rows x 20 columns]"
