Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-12-04 00:00:00-05:00,14.961752851482363,15.114975686891597,14.916686300413092,15.015830993652344,40542500,0.0,0.0
2023-12-05 00:00:00-05:00,15.304250735394179,15.628723041297999,15.286224114152139,15.520565032958984,72091000,0.0,0.0
2023-12-06 00:00:00-05:00,15.47549705072881,15.574641728277433,15.196091354770635,15.268196105957031,45867500,0.0,0.0
2023-12-07 00:00:00-05:00,15.34030229710113,15.439445264843195,15.232144300612568,15.403393745422363,31309100,0.0,0.0
2023-12-08 00:00:00-05:00,15.403393531113698,15.421420150129824,15.151026022226947,15.250170707702637,42137200,0.0,0.0
2023-12-11 00:00:00-05:00,15.241158359232418,15.268198289461623,14.89866117189474,14.979779243469238,43835000,0.0,0.0
2023-12-12 00:00:00-05:00,14.925699717844788,14.943726338401989,14.72741204905504,14.79050350189209,41348800,0.0,0.0
2023-12-13 00:00:00-05:00,14.71839631200394,14.871619123250428,14.511095367115416,14.826554298400879,53889700,0.0,0.0
2023-12-14 00:00:00-05:00,14.880634911791498,15.151027344173452,14.880634911791498,15.006817817687988,54485000,0.0,0.0
2023-12-15 00:00:00-05:00,14.889646530151367,15.015829421709492,14.826555084372306,14.889646530151367,65906500,0.0,0.0
2023-12-18 00:00:00-05:00,14.961751130053525,15.09694732948001,14.790501693919738,14.835566520690918,34621800,0.0,0.0
2023-12-19 00:00:00-05:00,14.808528036223576,14.979777469165056,14.790501418205965,14.97076416015625,28077400,0.0,0.0
2023-12-20 00:00:00-05:00,14.934710273150008,14.97076350761375,14.781487464904785,14.781487464904785,33476300,0.0,0.0
2023-12-21 00:00:00-05:00,14.844579430715047,14.88063266645292,14.736423161727227,14.862606048583984,36327900,0.0,0.0
2023-12-22 00:00:00-05:00,14.871620276027357,15.07892123698486,14.871620276027357,14.916685104370117,26740400,0.0,0.0
2023-12-26 00:00:00-05:00,14.871620010101925,14.970764693618758,14.817541873235006,14.934711456298828,22750400,0.0,0.0
2023-12-27 00:00:00-05:00,14.862607516627804,14.979778825236508,14.826555996441867,14.9437255859375,27728700,0.0,0.0
2023-12-28 00:00:00-05:00,14.90767346216124,15.20510579788316,14.898660152701424,15.087934494018555,32112900,0.0,0.0
2023-12-29 00:00:00-05:00,14.988787389566903,15.16905011143901,14.97076249266987,15.123985290527344,33285400,0.0,0.0
