Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Commissions [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,_strategy,_equity_curve,_trades
2023-12-04 00:00:00-05:00,2025-12-01 00:00:00-05:00,728 days,29.799999999999997,6579.642381168212,10000.0,2543.177964909664,-34.20357618831788,13.438097393881627,-19.020712026484375,4.0102106520335195,-13.48926073499268,-4.743070545892458,-3.981309838159192,-0.5475378403668336,-34.13788089712538,-0.004888734563154218,-34.7386255783547,-34.7386255783547,683 days,683 days,85,23.52941176470588,1.5946785482060208,-1.59333216456202,-0.52152731007169,6 days,2 days,0.17294808018292612,-0.5194653652823515,-7.6768956677134605,-1.2477363682285885,WorkingCamarillaStrategy,"                                 Equity  DrawdownPct DrawdownDuration
Date                                                                 
2023-12-04 00:00:00-05:00  10000.000000     0.000000              NaT
2023-12-05 00:00:00-05:00  10000.000000     0.000000              NaT
2023-12-06 00:00:00-05:00  10000.000000     0.000000              NaT
2023-12-07 00:00:00-05:00  10000.000000     0.000000              NaT
2023-12-08 00:00:00-05:00  10000.000000     0.000000              NaT
...                                 ...          ...              ...
2025-11-24 00:00:00-05:00   6579.642381     0.342036              NaT
2025-11-25 00:00:00-05:00   6579.642381     0.342036              NaT
2025-11-26 00:00:00-05:00   6579.642381     0.342036              NaT
2025-11-28 00:00:00-05:00   6579.642381     0.342036              NaT
2025-12-01 00:00:00-05:00   6579.642381     0.342036         683 days

[500 rows x 3 columns]","    Size  EntryBar  ExitBar  ...  Exit_SMA(20)  Entry_RSI(14)  Exit_RSI(14)
0    113        30       31  ...     85.350285      38.112908     40.773332
1    113        32       33  ...     85.339080      38.233727     37.925401
2    112        33       34  ...     85.275587      37.925401     34.894669
3   -105        96       97  ...     85.201546      62.731944     64.628451
4   -103        97       98  ...     85.392866      64.628451     66.729931
..   ...       ...      ...  ...           ...            ...           ...
80    66       449      450  ...     96.757659      37.207846     39.433843
81   -62       466      467  ...     98.567585      60.718178     62.095960
82   -62       467      468  ...     98.801636      62.095960     55.681210
83    64       479      480  ...     99.441806      39.811502     37.200956
84    64       480      481  ...     99.338665      37.200956     43.982292

[85 rows x 20 columns]"
