Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_λ,Exit_λ,Entry_SMA(20),Exit_SMA(20),Entry_RSI(14),Exit_RSI(14)
-598,36,38,15.83786678314209,15.989009941520226,15.989009941520226,15.611154514103168,-128.44855327282184,38.064944562696134,-0.013562237564473834,2024-01-26 00:00:00-05:00,2024-01-30 00:00:00-05:00,4 days 00:00:00,,15.485202704964149,15.68535211710573,15.370922183990478,15.453273153305053,60.19411290246614,63.21618531237778
-577,39,40,16.20427131652832,16.570675592788916,,15.954430206579609,-249.23755613571592,37.822288733352096,-0.026656809284515,2024-01-31 00:00:00-05:00,2024-02-01 00:00:00-05:00,1 days 00:00:00,,15.85114976557621,16.04305317374844,15.486106443405152,15.535871458053588,65.24723248491784,69.24742873647618
-565,79,80,16.121829986572266,15.746264117482186,16.227168672103097,16.00045603870431,176.1837696983136,36.01094633758153,0.019342077241956523,2024-03-28 00:00:00-04:00,2024-04-01 00:00:00-04:00,4 days 00:00:00,,15.924885160904717,16.031144541113598,15.729318380355835,15.75313467979431,61.954890444639155,58.79968483777085
-575,82,83,16.130990982055664,16.15938785027024,16.15938785027024,15.993130553014295,-53.46213488055528,37.13393565717479,-0.005763912829822881,2024-04-03 00:00:00-04:00,2024-04-04 00:00:00-04:00,1 days 00:00:00,,15.937711453928978,16.0201537447343,15.806263494491578,15.824125719070434,61.28251485166854,59.85151747264085
608,89,90,15.184892654418945,15.143927855479873,15.143927855479873,15.358993389612358,-61.786443494992746,36.87984574003696,-0.006692338383392984,2024-04-12 00:00:00-04:00,2024-04-15 00:00:00-04:00,3 days 00:00:00,,15.143927855479873,15.077360618072396,15.784598684310913,15.759683609008789,33.87806635508504,32.590903665797995
607,90,91,15.119721412658691,15.077360618072396,15.077360618072396,15.238658672592221,-62.37225989918911,36.65925758530754,-0.006796088092054966,2024-04-15 00:00:00-04:00,2024-04-16 00:00:00-04:00,1 days 00:00:00,,15.077360618072396,14.90977610361136,15.759683609008789,15.716335773468018,32.590903665797995,29.96373805116988
608,91,94,14.980069160461426,15.224694067182357,14.90977610361136,15.224694067182357,112.00295120151131,36.72899208481484,0.012297365138464394,2024-04-16 00:00:00-04:00,2024-04-19 00:00:00-04:00,3 days 00:00:00,,14.90977610361136,15.070377548150345,15.716335773468018,15.634900665283203,29.96373805116988,44.81266808327138
-576,108,109,15.994878768920898,16.032117907365624,16.032117907365624,15.878499476035206,-58.344843915243956,36.89510017108208,-0.0063328477358715295,2024-05-09 00:00:00-04:00,2024-05-10 00:00:00-04:00,1 days 00:00:00,,15.8272933322584,15.918070030903628,15.520524406433106,15.560558223724366,60.627027532136005,60.26308906845107
-573,109,110,15.98556900024414,16.07168750693817,16.07168750693817,15.956474399912263,-86.08352029290896,36.73761595723093,-0.009398040176492716,2024-05-10 00:00:00-04:00,2024-05-13 00:00:00-04:00,3 days 00:00:00,,15.918070030903628,15.934363824036605,15.560558223724366,15.60804009437561,60.26308906845107,62.447990944424106
-564,111,112,16.106599807739258,16.166650407091215,16.166650407091215,16.02071303497978,-70.27276427683246,36.404226242328775,-0.00773577920038388,2024-05-14 00:00:00-04:00,2024-05-15 00:00:00-04:00,1 days 00:00:00,,15.972067244275971,16.045152231516735,15.664366626739502,15.720693159103394,63.410940643898805,64.15339844463742
-559,112,113,16.134531021118164,16.16804738396178,16.16804738396178,16.075876019627998,-54.849929486461306,36.11428265687938,-0.006081460906756249,2024-05-15 00:00:00-04:00,2024-05-16 00:00:00-04:00,1 days 00:00:00,,16.045152231516735,16.001395419429016,15.720693159103394,15.765847492218018,64.15339844463742,62.781453822322106
-553,114,115,16.19969940185547,16.219253534701203,16.219253534701203,16.050272944258285,-46.66879741152248,35.85536194783168,-0.005209481770333413,2024-05-17 00:00:00-04:00,2024-05-20 00:00:00-04:00,3 days 00:00:00,,15.993946080777315,16.12289067592897,15.807277631759643,15.863604211807251,65.43482690242311,68.35082967839166
-547,119,120,16.292800903320312,16.216225806613743,16.362163178642636,16.216225806613743,6.32170267782589,35.56487522066786,0.0007093343468247207,2024-05-24 00:00:00-04:00,2024-05-28 00:00:00-04:00,4 days 00:00:00,,16.167580015937443,16.195509333028372,16.00791163444519,16.01954936981201,62.8289723235852,53.9947963730114
-524,127,128,17.01899528503418,16.963134809974974,17.119544261569324,16.99665010279688,-6.342383408546006,35.6132723395696,-0.0007111926954616503,2024-06-06 00:00:00-04:00,2024-06-07 00:00:00-04:00,1 days 00:00:00,,16.955685383206067,16.90122086537054,16.35657744407654,16.399404191970824,67.40360287875099,62.34462966215181
-529,136,137,16.86072540283203,16.978963304034004,16.978963304034004,16.717812812094326,-98.35024038770761,35.802390651864265,-0.011026647678187989,2024-06-20 00:00:00-04:00,2024-06-21 00:00:00-04:00,1 days 00:00:00,,16.630762648114434,16.72758979963722,16.581883478164674,16.623779439926146,60.964926212077195,65.91915899632814
-507,139,142,17.400712966918945,17.517088498447286,17.517088498447286,17.28666086704833,-94.40904517075026,35.40665068588136,-0.01070135084769721,2024-06-25 00:00:00-04:00,2024-06-28 00:00:00-04:00,3 days 00:00:00,,17.20985165658201,17.36440641660779,16.73410496711731,16.94870481491089,70.0553969174218,75.42041678576578
-500,146,147,17.475194931030273,17.54036516256469,,17.32483540364808,-67.6006758608033,35.015560093594964,-0.007736757859080212,2024-07-05 00:00:00-04:00,2024-07-08 00:00:00-04:00,3 days 00:00:00,,17.258267609053974,17.398386200065545,17.05903015136719,17.083702087402344,63.20647096970008,63.94044807358251
-495,147,148,17.512434005737305,17.552003661995002,17.552003661995002,17.43679056554791,-54.30077313861513,34.713793291054984,-0.006264036829901619,2024-07-08 00:00:00-04:00,2024-07-09 00:00:00-04:00,1 days 00:00:00,,17.398386200065545,17.40490198197977,17.083702087402344,17.116287612915038,63.94044807358251,63.59887377537273
-493,148,149,17.503124237060547,17.61996602949484,17.61996602949484,17.458667993858537,-92.2343706729302,34.63136700282361,-0.010688833058230313,2024-07-09 00:00:00-04:00,2024-07-10 00:00:00-04:00,1 days 00:00:00,,17.40490198197977,17.35974820033026,17.116287612915038,17.170345878601076,63.59887377537273,67.7096016924084
-479,150,151,17.822534561157227,17.633771768639214,17.859861629347545,17.633771768639214,56.45023615218306,33.96714146394499,0.006612425379455532,2024-07-11 00:00:00-04:00,2024-07-12 00:00:00-04:00,1 days 00:00:00,,17.55840848173644,17.6925982715044,17.23007411956787,17.299077415466307,69.73561188788474,67.82591849352909
-467,165,166,18.398977279663086,18.559627776801218,,18.076736022581308,-109.54311928624529,34.51933712273766,-0.012748953579628342,2024-08-01 00:00:00-04:00,2024-08-02 00:00:00-04:00,1 days 00:00:00,,17.962391951778823,18.13910471005098,17.838422298431396,17.879886627197266,63.75318294285272,61.47948495690376
-461,171,172,18.417879104614258,18.47315802785533,18.47315802785533,18.262660907642157,-59.497119850271346,34.01353623613696,-0.007007375646942945,2024-08-09 00:00:00-04:00,2024-08-12 00:00:00-04:00,3 days 00:00:00,,18.192495200904435,18.24636323371126,18.011058616638184,18.051220703125,60.9171088018995,59.53472026551274
-457,173,174,18.44622802734375,18.496311291329594,18.496311291329594,18.293610521022213,-56.65353257879802,33.765480937267434,-0.006720525325796976,2024-08-13 00:00:00-04:00,2024-08-14 00:00:00-04:00,1 days 00:00:00,,18.226043597586422,18.342279593690776,18.082877922058106,18.105085182189942,60.96560451016288,62.70152972371699
-451,174,175,18.550174713134766,18.394253810517263,18.550176460996724,18.394253810517263,36.996452552159525,33.32387452833413,0.0044221710489936155,2024-08-14 00:00:00-04:00,2024-08-15 00:00:00-04:00,1 days 00:00:00,,18.342279593690776,18.42543600546132,18.105085182189942,18.102250194549562,62.70152972371699,50.765793848118044
-450,182,183,18.673025131225586,18.579708062572415,18.77461250034345,18.579708062572415,8.46522101950876,33.5274598744182,0.0010074212471400034,2024-08-26 00:00:00-04:00,2024-08-27 00:00:00-04:00,1 days 00:00:00,,18.514739916648736,18.548286419782396,18.325268840789796,18.356926250457764,61.94459734129924,58.849836621413466
-433,188,189,19.438467025756836,19.581634787378587,19.581634787378587,19.168436871142248,-95.78304895239329,33.79140817017527,-0.011379907940009468,2024-09-04 00:00:00-04:00,2024-09-05 00:00:00-04:00,1 days 00:00:00,,19.030704232396804,19.11622461805146,18.55962677001953,18.62577600479126,72.47890586281363,73.41479811691336
-427,189,190,19.51406478881836,19.76070943346221,19.76070943346221,19.27734582190415,-138.857920448752,33.54065718582761,-0.016664605586159002,2024-09-05 00:00:00-04:00,2024-09-06 00:00:00-04:00,1 days 00:00:00,,19.11622461805146,19.352944092641266,18.62577600479126,18.699957847595215,73.41479811691336,76.81171157445851
-399,192,193,20.515756607055664,20.143195688825173,20.665539622105516,20.143195688825173,116.20596244185292,32.44584393211291,0.014196064966893119,2024-09-10 00:00:00-04:00,2024-09-11 00:00:00-04:00,1 days 00:00:00,,19.96908104439839,20.240291335243995,18.90265836715698,18.99384994506836,82.50141737532887,75.14829369115235
-407,194,195,20.40235710144043,20.467563278374026,20.467563278374026,20.17130773916992,-59.807029201142754,33.26811518916897,-0.007202403965512921,2024-09-12 00:00:00-04:00,2024-09-13 00:00:00-04:00,1 days 00:00:00,,20.072555892768552,20.158077269648143,19.08645906448364,19.206945419311523,76.36958239272386,76.80795444738906
-403,195,196,20.449607849121094,20.646636933232717,20.646636933232717,20.280217185544288,-112.52629419156129,33.12357329457717,-0.013654128516128607,2024-09-13 00:00:00-04:00,2024-09-16 00:00:00-04:00,3 days 00:00:00,,20.158077269648143,20.330066706917872,19.206945419311523,19.345386505126953,76.80795444738906,81.47184212582977
-400,200,202,20.355112075805664,20.455278608409277,20.455278608409277,20.049877060846633,-72.71492558881697,32.64831254737196,-0.008930794057779492,2024-09-20 00:00:00-04:00,2024-09-24 00:00:00-04:00,4 days 00:00:00,,19.914743211659083,20.183120709020304,19.74133768081665,19.910963439941405,63.18431284721794,63.43510490916502
-396,202,203,20.40235710144043,20.43259813253243,20.43259813253243,20.245490064898334,-44.316732857738614,32.34128454530651,-0.005485196686026224,2024-09-24 00:00:00-04:00,2024-09-25 00:00:00-04:00,1 days 00:00:00,,20.183120709020304,20.220446124374437,19.910963439941405,20.001210021972657,63.43510490916502,62.75517590693479
-392,204,205,20.459056854248047,20.525206183057417,,20.31683829600549,-58.062199114520595,32.13166222124748,-0.007239720576524256,2024-09-26 00:00:00-04:00,2024-09-27 00:00:00-04:00,1 days 00:00:00,,20.25966650595141,20.28754101009202,20.087676525115967,20.18879051208496,64.0018397635643,67.27836471774455
-383,206,207,20.789804458618164,20.83043871778696,20.83043871778696,20.627737947014722,-47.44402753477572,31.881106273126328,-0.005958437260349369,2024-09-30 00:00:00-04:00,2024-10-01 00:00:00-04:00,1 days 00:00:00,,20.560171023423976,20.581906612299008,20.288014507293703,20.368338680267335,68.51292395961018,70.09264224563694
-379,207,208,20.91265296936035,20.99770230493732,20.99770230493732,20.685855535458586,-64.00174748158872,31.768049297917635,-0.008075017855122338,2024-10-01 00:00:00-04:00,2024-10-02 00:00:00-04:00,1 days 00:00:00,,20.581906612299008,20.751532258841376,20.368338680267335,20.44488306045532,70.09264224563694,70.8203188571173
-375,208,209,20.9693546295166,20.832092614100866,21.073773679879327,20.832092614100866,20.122170348187908,31.3510854327131,0.002558930490544095,2024-10-02 00:00:00-04:00,2024-10-03 00:00:00-04:00,1 days 00:00:00,,20.751532258841376,20.844615913664814,20.44488306045532,20.511032581329346,70.8203188571173,66.74000593311878
-382,212,213,20.657508850097656,20.70664790030796,20.70664790030796,20.51953981937727,-50.37333293764592,31.602215757309892,-0.00638350755011256,2024-10-08 00:00:00-04:00,2024-10-09 00:00:00-04:00,1 days 00:00:00,,20.45717045906704,20.522374985342143,20.575764751434328,20.598444557189943,60.806081179994564,62.06742314724924
-378,213,214,20.723655700683594,20.5899419177199,20.79264271485317,20.5899419177199,19.310730160762645,31.233079799513042,0.0024651339736936157,2024-10-09 00:00:00-04:00,2024-10-10 00:00:00-04:00,1 days 00:00:00,,20.522374985342143,20.614509701370785,20.598444557189943,20.593835639953614,62.06742314724924,51.01539001646748
